buyDate,sellDate,code,name,mode,returnPct,xcjw,cjs,jsjl,openPctChange,reason,droppedModes,regime,isMainLine,isBigCap,adaptiveActive,adaptiveReason,holdDays,exitKind
2025-07-21,2025-07-22,002851.XSHE,麦格米特,接力低弱转1,-2.0000000000000018,355.85,0.0,26.43,1.88,弱转强 + 昨日连板 + 竞王达标,接力低弱转2,,False,False,True,Tier2 10d 单窗口正向 (avg=+6.89% > -4%),1,max_dd_stop
2025-07-21,2025-07-23,600629.XSHG,华建集团,接力低弱转1,9.965116279069752,330.27,0.0,102.32,7.84,弱转强 + 昨日连板 + 竞王达标,接力低弱转2,,False,False,False,Tier2 10d 单窗口正向 (avg=+6.89% > -4%); openPctChange ≥ 6.0% (chasing high open),2,max_dd_stop
2025-07-22,2025-07-23,600620.XSHG,天宸股份,方向内绿盘低吸前3名,-1.9999999999999907,387.14,202.54,0.0,-9.23,方向内低吸排名1 + 绿断 + 低吸有分,,,,False,False,excluded by --exclude-modes: 方向内绿盘低吸前3名; Tier1 双窗口未一致: 5d avg=-6.69% / 10d avg=-6.84% (阈值 -7%/-5%),1,max_dd_stop
2025-07-23,2025-07-24,601699.XSHG,潞安环能,接力低弱转1,-2.0000000000000018,350.3,0.0,98.83,7.14,弱转强 + 昨日连板 + 竞王达标,接力低弱转2,,False,True,False,Tier1 双窗口未一致: 5d avg=+2.29% / 10d avg=+1.72% (阈值 -5%/-3%); openPctChange ≥ 6.0% (chasing high open),1,max_dd_stop
2025-07-25,2025-07-29,002826.XSHE,易明医药,接力低弱转2,9.12904739558893,190.79,0.0,23.41,1.96,高开弱转强 + 昨日连板 + 竞王达标,,,False,False,False,"excluded by --exclude-modes: 接力低弱转2; Tier4 dormant: 20 个交易日样本不足 (n5=0/n10=0/n20=0, 需 1/2/3)",2,max_dd_stop
2025-08-01,2025-08-04,300733.XSHE,西菱动力,接力低弱转1,-2.0000000000000018,325.16,0.0,147.33,6.62,弱转强 + 昨日连板 + 竞王达标,接力低弱转2,,False,False,False,Tier2 10d 单窗口正向 (avg=+3.20% > -4%); openPctChange ≥ 6.0% (chasing high open),1,max_dd_stop
2025-08-01,2025-08-04,301171.XSHE,易点天下,接力低弱转1,-1.9999999999999907,306.24,0.0,353.48,7.09,弱转强 + 昨日连板 + 竞王达标,接力低弱转2,,False,False,False,Tier2 10d 单窗口正向 (avg=+3.20% > -4%); openPctChange ≥ 6.0% (chasing high open),1,max_dd_stop
2025-08-01,2025-08-04,001216.XSHE,华瓷股份,绿断低吸,-2.0000000000000018,521.41,403.36,0.0,-9.6,绿断 + 低吸有分 + 竞王达标,方向内绿盘低吸前3名,,False,False,False,"Tier4 dormant: 20 个交易日样本不足 (n5=0/n10=1/n20=2, 需 1/2/3)",1,max_dd_stop
2025-08-04,2025-08-06,603286.XSHG,日盈电子,接力低弱转1,13.840311587147024,303.3,0.0,2.21,0.13,弱转强 + 昨日连板 + 竞王达标,,,False,False,True,Tier1 双窗口未一致: 5d avg=-0.05% / 10d avg=+1.90% (阈值 -7%/-4%),2,max_dd_stop
2025-08-04,2025-08-08,603767.XSHG,中马传动,接力低弱转1,40.72413793103446,246.38,0.0,19.07,1.96,弱转强 + 昨日连板 + 竞王达标,接力低弱转2,,False,False,True,Tier1 双窗口未一致: 5d avg=-0.05% / 10d avg=+1.90% (阈值 -7%/-4%),4,max_dd_stop
2025-08-08,2025-08-11,603059.XSHG,倍加洁,方向内绿盘低吸前3名,-1.9999999999999907,387.38,318.62,0.0,-10.03,方向内低吸排名1 + 绿断 + 低吸有分,,,False,False,False,excluded by --exclude-modes: 方向内绿盘低吸前3名; Tier3 20d 兜底: avg=-6.58%≤-3% n=5 (5d/10d 数据不足),1,max_dd_stop
2025-08-11,2025-08-13,002148.XSHE,北纬科技,方向内绿盘低吸前3名,26.07865168539323,265.53,235.52,0.0,-5.92,方向内低吸排名2 + 绿断 + 低吸有分,,,False,False,False,excluded by --exclude-modes: 方向内绿盘低吸前3名; Tier2 5d 单窗口保守: avg=-9.55%≤-7% n=1 (10d n<2),2,max_dd_stop
2025-08-12,2025-08-13,002418.XSHE,康盛股份,接力低弱转1,-2.0000000000000018,460.52,0.0,4.37,0.24,弱转强 + 昨日连板 + 竞王达标,,,False,False,True,Tier2 10d 单窗口正向 (avg=+6.91% > -4%),1,max_dd_stop
2025-08-15,2025-08-20,600410.XSHG,华胜天成,接力低弱转1,19.224598930481275,327.06,0.0,159.57,5.0,弱转强 + 昨日连板 + 竞王达标,接力低弱转2,,False,False,True,Tier1 双窗口未一致: 5d avg=+0.48% / 10d avg=+5.62% (阈值 -7%/-5%),3,max_dd_stop
2025-08-18,2025-08-20,603002.XSHG,宏昌电子,接力低弱转1,0.04920049200491938,307.59,0.0,40.09,3.3,弱转强 + 昨日连板 + 竞王达标,接力低弱转2,,False,False,True,Tier1 双窗口未一致: 5d avg=+5.53% / 10d avg=+9.70% (阈值 -8%/-5%),2,max_dd_stop
2025-08-21,2025-08-22,600361.XSHG,创新新材,接力低弱转1,-2.000000000000013,570.63,0.0,43.06,1.91,弱转强 + 昨日连板 + 竞王达标,接力低弱转2,,False,True,True,Tier1 双窗口未一致: 5d avg=+5.79% / 10d avg=+4.02% (阈值 -7%/-4%),1,max_dd_stop
2025-08-21,2025-08-25,002476.XSHE,宝莫股份,接力低弱转1,0.07042253521127861,324.14,0.0,3.35,0.18,弱转强 + 昨日连板 + 竞王达标,,,False,False,True,Tier1 双窗口未一致: 5d avg=+5.79% / 10d avg=+4.02% (阈值 -7%/-4%),2,max_dd_stop
2025-08-22,2025-08-26,300730.XSHE,科创信息,孕线低吸,19.28111056023798,178.62,111.78,0.0,-6.84,强方向 + 孕线 + 低吸分达标,,,False,False,False,"Tier4 dormant: 20 个交易日样本不足 (n5=0/n10=0/n20=0, 需 1/2/3)",2,max_dd_stop
