categoryCode,blockCode,parent,date,score,scoreChangePre,scoreChange,dataType,isTrack,isPpp,industryType
,886007.DDBK,000035.BKDL,2024-08-07,54.06,-716.27,-81.09,0,1,0,0.0
,885710.DDBK,000035.BKDL,2024-08-07,53.86,-568.58,-17.96,0,1,0,0.0
,885789.DDBK,000035.BKDL,2024-08-07,53.32,-578.91,-30.47,0,1,0,0.0
,885944.DDBK,000035.BKDL,2024-08-07,51.56,-528.52,12.89,0,1,0,0.0
,885878.DDBK,000035.BKDL,2024-08-07,47.43,-727.23,-79.05,0,1,0,0.0
,886005.DDBK,000035.BKDL,2024-08-07,42.97,-580.08,-42.97,0,1,0,0.0
,886032.DDBK,000035.BKDL,2024-08-07,41.9,-642.39,-34.91,0,1,0,0.0
,885922.DDBK,000035.BKDL,2024-08-07,38.09,-514.16,0.0,0,1,0,0.0
,886026.DDBK,000035.BKDL,2024-08-07,33.52,-636.8,-67.03,0,1,0,0.0
,886053.DDBK,000035.BKDL,2024-08-07,24.64,-788.62,-98.58,0,1,0,0.0
,885781.DDBK,000035.BKDL,2024-08-07,0.0,-609.38,-114.26,0,1,0,0.0
,885798.DDBK,000035.BKDL,2024-08-07,0.0,-837.9,0.0,0,1,0,0.0
,886010.DDBK,000035.BKDL,2024-08-07,0.0,-577.22,-37.24,0,1,0,0.0
000033.BKDL,,,2024-08-07,68.06,-600.91,-21.23,1,0,0,
,885537.DDBK,000033.BKDL,2024-08-07,111.72,-605.15,0.0,0,0,0,0.0
,885427.DDBK,000033.BKDL,2024-08-07,97.05,-559.68,-9.71,0,0,0,0.0
,886002.DDBK,000033.BKDL,2024-08-07,91.96,-597.77,-5.11,0,0,0,0.0
,886057.DDBK,000033.BKDL,2024-08-07,90.1,-590.13,-27.03,0,0,0,0.0
,885517.DDBK,000033.BKDL,2024-08-07,78.83,-556.16,-11.67,0,0,0,0.0
,885930.DDBK,000033.BKDL,2024-08-07,74.48,-633.08,-27.93,0,0,0,0.0
,885619.DDBK,000033.BKDL,2024-08-07,73.93,-600.7,-15.4,0,0,0,0.0
,885946.DDBK,000033.BKDL,2024-08-07,69.34,-496.96,-40.45,0,0,0,0.0
,885929.DDBK,000033.BKDL,2024-08-07,67.88,-636.38,-33.94,0,0,0,0.0
,885786.DDBK,000033.BKDL,2024-08-07,67.57,-581.13,-13.52,0,0,0,0.0
,885941.DDBK,000033.BKDL,2024-08-07,60.0,-602.04,-35.17,0,0,0,0.0
,886069.DDBK,000033.BKDL,2024-08-07,45.29,-656.73,-0.0,0,0,0,0.0
,886008.DDBK,000033.BKDL,2024-08-07,28.24,-611.95,-37.66,0,0,0,0.0
000032.BKDL,,,2024-08-07,67.81,-617.52,-50.85,1,0,0,
,885905.DDBK,000032.BKDL,2024-08-07,76.46,-605.33,-38.23,0,0,0,0.0
,885598.DDBK,000032.BKDL,2024-08-07,67.81,-612.68,-50.85,0,0,0,0.0
,885907.DDBK,000032.BKDL,2024-08-07,65.72,-632.53,-24.64,0,0,0,0.0
,885906.DDBK,000032.BKDL,2024-08-07,40.87,-592.66,-81.75,0,0,0,0.0
000014.BKDL,,,2024-08-07,62.8,-579.53,-25.12,1,0,0,
,886036.DDBK,000014.BKDL,2024-08-07,223.44,-446.88,-18.62,0,0,0,0.0
,885759.DDBK,000014.BKDL,2024-08-07,119.7,-552.46,27.62,0,0,0,0.0
,885785.DDBK,000014.BKDL,2024-08-07,38.63,-555.63,-29.71,0,0,0,0.0
,885771.DDBK,000014.BKDL,2024-08-07,36.43,-546.46,-18.22,0,0,0,0.0
,885454.DDBK,000014.BKDL,2024-08-07,18.62,-614.46,-37.24,0,0,0,0.0
,886047.DDBK,000014.BKDL,2024-08-07,0.0,-799.81,-38.09,0,0,0,0.0
000006.BKDL,,,2024-08-07,61.87,-573.26,-22.37,1,0,0,
,886058.DDBK,000006.BKDL,2024-08-07,78.55,-602.24,-26.19,0,0,0,0.0
,886055.DDBK,000006.BKDL,2024-08-07,71.31,-499.18,-17.83,0,0,0,0.0
,885806.DDBK,000006.BKDL,2024-08-07,65.85,-575.46,-19.09,0,0,1,0.0
,885980.DDBK,000006.BKDL,2024-08-07,65.57,-633.89,-7.29,0,0,0,0.0
,885923.DDBK,000006.BKDL,2024-08-07,57.57,-601.24,0.0,0,0,0,0.0
,885376.DDBK,000006.BKDL,2024-08-07,32.73,-556.42,-26.18,0,0,0,0.0
,885502.DDBK,000006.BKDL,2024-08-07,31.98,-562.87,-31.98,0,0,0,0.0
,885982.DDBK,000006.BKDL,2024-08-07,26.18,-706.98,-0.0,0,0,0,0.0
,886059.DDBK,000006.BKDL,2024-08-07,21.48,-472.67,-21.49,0,0,0,0.0
,885843.DDBK,000006.BKDL,2024-08-07,0.0,-628.43,0.0,0,0,0,0.0
000031.BKDL,,,2024-08-07,61.31,-584.49,-26.16,1,0,0,
,886073.DDBK,000031.BKDL,2024-08-07,290.04,-418.95,96.68,0,0,0,0.0
,886033.DDBK,000031.BKDL,2024-08-07,143.33,-507.15,0.0,0,0,0,0.0
,886048.DDBK,000031.BKDL,2024-08-07,110.67,-553.33,15.81,0,0,0,0.0
,885790.DDBK,000031.BKDL,2024-08-07,98.27,-548.26,-5.17,0,0,0,0.0
,885957.DDBK,000031.BKDL,2024-08-07,84.29,-545.37,-29.74,0,0,0,0.0
,886049.DDBK,000031.BKDL,2024-08-07,72.86,-601.1,-54.65,0,0,0,0.0
,886050.DDBK,000031.BKDL,2024-08-07,67.03,-553.02,-58.66,0,0,0,0.0
,885756.DDBK,000031.BKDL,2024-08-07,58.62,-544.81,-22.41,0,0,0,0.0
,885362.DDBK,000031.BKDL,2024-08-07,56.87,-595.25,-34.12,0,0,0,0.0
,886044.DDBK,000031.BKDL,2024-08-07,52.37,-589.15,-13.09,0,0,0,0.0
,885908.DDBK,000031.BKDL,2024-08-07,41.9,-494.36,-33.51,0,0,0,0.0
,885864.DDBK,000031.BKDL,2024-08-07,39.28,-680.79,-26.18,0,0,0,0.0
,885977.DDBK,000031.BKDL,2024-08-07,35.66,-570.48,-53.48,0,0,0,0.0
,886009.DDBK,000031.BKDL,2024-08-07,31.92,-638.4,-31.92,0,0,0,0.0
,886054.DDBK,000031.BKDL,2024-08-07,27.03,-621.67,-108.12,0,0,0,0.0
,886042.DDBK,000031.BKDL,2024-08-07,21.76,-576.74,10.88,0,0,0,0.0
,885897.DDBK,000031.BKDL,2024-08-07,12.51,-550.26,-37.51,0,0,0,0.0
,885925.DDBK,000031.BKDL,2024-08-07,0.0,-443.59,-82.15,0,0,0,0.0
000008.BKDL,,,2024-08-07,60.08,-550.48,-8.12,1,1,0,
,885423.DDBK,000008.BKDL,2024-08-07,102.34,-537.28,6.4,0,1,0,0.0
,885914.DDBK,000008.BKDL,2024-08-07,65.29,-489.68,21.76,0,1,0,0.0
,885572.DDBK,000008.BKDL,2024-08-07,61.61,-511.37,-12.32,0,1,0,0.0
,885433.DDBK,000008.BKDL,2024-08-07,41.38,-589.63,-20.69,0,1,0,0.0
,885398.DDBK,000008.BKDL,2024-08-07,40.87,-572.23,-10.22,0,1,0,0.0
,885692.DDBK,000008.BKDL,2024-08-07,33.08,-573.3,-11.02,0,1,0,0.0
,885428.DDBK,000008.BKDL,2024-08-07,0.0,-418.95,-64.45,0,1,0,0.0
000012.BKDL,,,2024-08-07,55.62,-594.47,-25.28,1,0,0,
,885772.DDBK,000012.BKDL,2024-08-07,161.13,-418.95,96.68,0,0,0,0.0
,885586.DDBK,000012.BKDL,2024-08-07,102.76,-616.57,-23.72,0,0,0,0.0
,885820.DDBK,000012.BKDL,2024-08-07,98.58,-556.25,-21.12,0,0,0,0.0
,885874.DDBK,000012.BKDL,2024-08-07,93.1,-620.67,0.0,0,0,0,0.0
,885480.DDBK,000012.BKDL,2024-08-07,85.1,-608.79,-45.82,0,0,0,0.0
,885701.DDBK,000012.BKDL,2024-08-07,65.01,-606.75,-21.67,0,0,0,0.0
,885647.DDBK,000012.BKDL,2024-08-07,64.45,-644.54,-0.0,0,0,0,0.0
,885918.DDBK,000012.BKDL,2024-08-07,61.31,-674.41,-61.31,0,0,0,0.0
,885615.DDBK,000012.BKDL,2024-08-07,54.06,-621.67,-81.09,0,0,0,0.0
,885797.DDBK,000012.BKDL,2024-08-07,52.04,-572.48,-20.82,0,0,0,0.0
,885737.DDBK,000012.BKDL,2024-08-07,50.78,-660.17,-0.0,0,0,0,0.0
,885950.DDBK,000012.BKDL,2024-08-07,50.56,-642.87,-0.0,0,0,0,0.0
,885816.DDBK,000012.BKDL,2024-08-07,50.27,-460.85,-16.76,0,0,0,0.0
,885890.DDBK,000012.BKDL,2024-08-07,45.82,-680.8,-39.28,0,0,0,0.0
,885418.DDBK,000012.BKDL,2024-08-07,43.87,-622.94,-35.09,0,0,0,0.0
,886014.DDBK,000012.BKDL,2024-08-07,39.9,-518.7,-19.95,0,0,0,0.0
,885580.DDBK,000012.BKDL,2024-08-07,36.43,-473.6,-72.86,0,0,0,0.0
,885788.DDBK,000012.BKDL,2024-08-07,36.43,-660.3,-4.55,0,0,0,0.0
,885779.DDBK,000012.BKDL,2024-08-07,36.21,-615.49,-36.2,0,0,0,0.0
,885791.DDBK,000012.BKDL,2024-08-07,33.52,-703.83,-16.75,0,0,0,0.0
,885457.DDBK,000012.BKDL,2024-08-07,28.89,-736.78,-14.45,0,0,0,0.0
,885876.DDBK,000012.BKDL,2024-08-07,28.24,-696.68,-75.32,0,0,0,0.0
,885709.DDBK,000012.BKDL,2024-08-07,27.93,-636.18,-24.83,0,0,0,0.0
,885934.DDBK,000012.BKDL,2024-08-07,19.72,-675.24,-14.78,0,0,0,0.0
,886060.DDBK,000012.BKDL,2024-08-07,18.22,-710.39,-54.64,0,0,0,0.0
,886046.DDBK,000012.BKDL,2024-08-07,14.7,-749.7,-14.7,0,0,0,0.0
,885603.DDBK,000012.BKDL,2024-08-07,11.48,-746.07,-34.43,0,0,0,0.0
,885497.DDBK,000012.BKDL,2024-08-07,0.0,-620.26,-43.53,0,0,0,0.0
,885792.DDBK,000012.BKDL,2024-08-07,0.0,-628.43,0.0,0,0,0,0.0
000011.BKDL,,,2024-08-07,54.67,-553.26,-27.33,1,1,0,
,885986.DDBK,000011.BKDL,2024-08-07,100.55,-385.43,16.76,0,1,0,0.0
,885919.DDBK,000011.BKDL,2024-08-07,78.15,-542.68,0.0,0,1,0,0.0
,886052.DDBK,000011.BKDL,2024-08-07,69.83,-645.88,17.46,0,1,0,0.0
,885854.DDBK,000011.BKDL,2024-08-07,63.75,-473.6,-9.11,0,1,0,0.0
,885563.DDBK,000011.BKDL,2024-08-07,61.96,-566.47,-41.3,0,1,0,0.0
,885823.DDBK,000011.BKDL,2024-08-07,57.99,-530.57,-20.29,0,1,0,0.0
,885412.DDBK,000011.BKDL,2024-08-07,30.23,-565.8,-30.24,0,1,0,0.0
,885555.DDBK,000011.BKDL,2024-08-07,26.18,-680.8,-0.0,0,1,0,0.0
,885690.DDBK,000011.BKDL,2024-08-07,23.8,-461.8,-33.33,0,1,0,0.0
,885961.DDBK,000011.BKDL,2024-08-07,22.65,-656.73,-22.64,0,1,0,0.0
,885410.DDBK,000011.BKDL,2024-08-07,20.6,-528.84,-41.21,0,1,0,0.0
,885992.DDBK,000011.BKDL,2024-08-07,0.0,-690.04,0.0,0,1,0,0.0
000036.BKDL,,,2024-08-07,53.48,-617.29,-33.43,1,0,0,
,886063.DDBK,000036.BKDL,2024-08-07,59.85,-718.2,0.0,0,0,0,0.0
,885544.DDBK,000036.BKDL,2024-08-07,54.5,-597.2,-34.06,0,0,0,0.0
000005.BKDL,,,2024-08-07,51.3,-467.4,-17.1,1,1,0,
,885748.DDBK,000005.BKDL,2024-08-07,69.83,-349.12,69.83,0,1,0,0.0
,885430.DDBK,000005.BKDL,2024-08-07,49.65,-453.09,-18.62,0,1,0,0.0
,885372.DDBK,000005.BKDL,2024-08-07,44.1,-441.0,22.05,0,1,0,0.0
000004.BKDL,,,2024-08-07,50.5,-576.2,-23.72,1,1,0,
,885827.DDBK,000004.BKDL,2024-08-07,89.14,-552.66,-17.83,0,1,0,0.0
,885924.DDBK,000004.BKDL,2024-08-07,76.17,-619.54,-40.63,0,1,0,0.0
,885849.DDBK,000004.BKDL,2024-08-07,62.84,-544.64,-41.9,0,1,0,0.0
,885617.DDBK,000004.BKDL,2024-08-07,57.57,-550.07,-19.18,0,1,0,0.0
,885832.DDBK,000004.BKDL,2024-08-07,55.86,-571.01,-24.83,0,1,0,0.0
,885472.DDBK,000004.BKDL,2024-08-07,53.2,-478.8,-26.6,0,1,0,0.0
,885487.DDBK,000004.BKDL,2024-08-07,52.37,-523.69,52.37,0,1,0,0.0
,885345.DDBK,000004.BKDL,2024-08-07,48.57,-522.17,-0.0,0,1,0,0.0
,885521.DDBK,000004.BKDL,2024-08-07,36.12,-588.69,-32.5,0,1,0,0.0
,885744.DDBK,000004.BKDL,2024-08-07,34.91,-567.33,-8.73,0,1,0,0.0
,885734.DDBK,000004.BKDL,2024-08-07,33.52,-502.74,0.0,0,1,0,0.0
,885514.DDBK,000004.BKDL,2024-08-07,28.24,-583.71,-18.83,0,1,0,0.0
,885764.DDBK,000004.BKDL,2024-08-07,25.39,-304.69,-0.0,0,1,0,0.0
,885939.DDBK,000004.BKDL,2024-08-07,16.11,-515.63,-48.34,0,1,0,0.0
,885591.DDBK,000004.BKDL,2024-08-07,0.0,-372.4,0.0,0,1,0,0.0
,885894.DDBK,000004.BKDL,2024-08-07,0.0,-558.6,-55.86,0,1,0,0.0
000026.BKDL,,,2024-08-07,48.99,-613.37,-40.82,1,1,0,
,885840.DDBK,000026.BKDL,2024-08-07,51.68,-596.12,-35.06,0,1,0,0.0
,885611.DDBK,000026.BKDL,2024-08-07,49.61,-600.87,-44.1,0,1,0,0.0
,885965.DDBK,000026.BKDL,2024-08-07,48.47,-602.46,-20.78,0,1,0,0.0
,885642.DDBK,000026.BKDL,2024-08-07,36.61,-650.79,-44.74,0,1,0,0.0
,885898.DDBK,000026.BKDL,2024-08-07,0.0,-591.46,-24.64,0,1,0,0.0
000019.BKDL,,,2024-08-07,46.82,-589.0,-36.97,1,0,0,
,885895.DDBK,000019.BKDL,2024-08-07,104.74,-453.86,-69.82,0,0,0,0.0
,885963.DDBK,000019.BKDL,2024-08-07,102.6,-598.5,-0.0,0,0,0,0.0
,885753.DDBK,000019.BKDL,2024-08-07,46.55,-93.1,-46.55,0,0,0,0.0
,886012.DDBK,000019.BKDL,2024-08-07,38.09,-742.68,-38.08,0,0,0,0.0
,885522.DDBK,000019.BKDL,2024-08-07,34.34,-666.2,-34.34,0,0,0,0.0
,885825.DDBK,000019.BKDL,2024-08-07,29.93,-598.5,-89.77,0,0,0,0.0
,885761.DDBK,000019.BKDL,2024-08-07,21.48,-408.21,-0.0,0,0,0,0.0
,885747.DDBK,000019.BKDL,2024-08-07,0.0,-670.32,-83.79,0,0,0,0.0
,885960.DDBK,000019.BKDL,2024-08-07,0.0,-573.3,-88.2,0,0,0,0.0
000018.BKDL,,,2024-08-07,46.79,-517.84,-15.95,1,1,0,
,885500.DDBK,000018.BKDL,2024-08-07,79.05,-426.85,-15.81,0,1,0,0.0
,885562.DDBK,000018.BKDL,2024-08-07,73.5,-514.5,7.35,0,1,0,0.0
,885494.DDBK,000018.BKDL,2024-08-07,39.28,-499.14,-18.0,0,1,0,0.0
,885770.DDBK,000018.BKDL,2024-08-07,38.97,-545.61,-19.49,0,1,0,0.0
,885964.DDBK,000018.BKDL,2024-08-07,35.91,-538.65,-11.97,0,1,0,0.0
,885733.DDBK,000018.BKDL,2024-08-07,0.0,-465.5,0.0,0,1,0,0.0
000007.BKDL,,,2024-08-07,42.7,-559.04,-25.35,1,1,0,
,885386.DDBK,000007.BKDL,2024-08-07,58.19,-674.97,-11.64,0,1,0,0.0
,885915.DDBK,000007.BKDL,2024-08-07,56.81,-553.86,0.0,0,1,0,0.0
,885750.DDBK,000007.BKDL,2024-08-07,45.29,-543.5,-90.59,0,1,0,0.0
,885782.DDBK,000007.BKDL,2024-08-07,42.97,-365.24,0.0,0,1,0,0.0
,885478.DDBK,000007.BKDL,2024-08-07,41.12,-560.32,-41.13,0,1,0,0.0
,885991.DDBK,000007.BKDL,2024-08-07,32.59,-577.22,-60.51,0,1,0,0.0
,885760.DDBK,000007.BKDL,2024-08-07,27.03,-585.63,-54.06,0,1,0,0.0
,885439.DDBK,000007.BKDL,2024-08-07,23.28,-581.87,0.01,0,1,0,0.0
,885984.DDBK,000007.BKDL,2024-08-07,16.76,-502.74,-150.82,0,1,0,0.0
,885758.DDBK,000007.BKDL,2024-08-07,0.0,-670.32,-83.79,0,1,0,0.0
,885978.DDBK,000007.BKDL,2024-08-07,0.0,-837.9,0.0,0,1,0,0.0
000023.BKDL,,,2024-08-07,41.92,-540.7,-21.66,1,0,0,
,885802.DDBK,000023.BKDL,2024-08-07,100.05,-512.74,-50.02,0,0,0,0.0
,885796.DDBK,000023.BKDL,2024-08-07,75.41,-670.32,-41.9,0,0,0,0.0
,885742.DDBK,000023.BKDL,2024-08-07,68.4,-444.6,-34.2,0,0,0,0.0
,885739.DDBK,000023.BKDL,2024-08-07,63.96,-594.85,-0.0,0,0,0,0.0
,885729.DDBK,000023.BKDL,2024-08-07,63.7,-534.1,-14.7,0,0,0,0.0
,885787.DDBK,000023.BKDL,2024-08-07,62.07,-535.32,-23.27,0,0,0,0.0
,885740.DDBK,000023.BKDL,2024-08-07,47.43,-332.0,-15.81,0,0,0,0.0
,885869.DDBK,000023.BKDL,2024-08-07,38.28,-584.83,-25.52,0,0,0,0.0
,885873.DDBK,000023.BKDL,2024-08-07,34.91,-418.95,-11.64,0,0,0,0.0
,885932.DDBK,000023.BKDL,2024-08-07,27.93,-530.67,0.0,0,0,0,0.0
,885587.DDBK,000023.BKDL,2024-08-07,25.39,-482.43,-50.78,0,0,0,0.0
,885560.DDBK,000023.BKDL,2024-08-07,18.22,-473.59,-54.64,0,0,0,0.0
,886072.DDBK,000023.BKDL,2024-08-07,16.15,-418.05,-16.15,0,0,0,0.0
000010.BKDL,,,2024-08-07,40.98,-603.04,-28.74,1,1,0,
,885780.DDBK,000010.BKDL,2024-08-07,186.2,-512.05,46.55,0,1,0,0.0
,885851.DDBK,000010.BKDL,2024-08-07,95.76,-526.68,0.0,0,1,0,0.0
,885899.DDBK,000010.BKDL,2024-08-07,93.1,-539.98,0.0,0,1,0,0.0
,885911.DDBK,000010.BKDL,2024-08-07,88.2,-705.6,-22.05,0,1,0,0.0
,885888.DDBK,000010.BKDL,2024-08-07,62.84,-628.43,-62.85,0,1,0,0.0
,885910.DDBK,000010.BKDL,2024-08-07,55.86,-614.46,0.0,0,1,0,0.0
,885420.DDBK,000010.BKDL,2024-08-07,49.39,-633.53,-20.44,0,1,0,0.0
,885462.DDBK,000010.BKDL,2024-08-07,49.29,-690.03,24.65,0,1,0,0.0
,885951.DDBK,000010.BKDL,2024-08-07,47.88,-638.4,-15.96,0,1,0,0.0
,885784.DDBK,000010.BKDL,2024-08-07,45.95,-632.48,-29.73,0,1,0,0.0
,885406.DDBK,000010.BKDL,2024-08-07,44.89,-673.31,-14.96,0,1,0,0.0
,885768.DDBK,000010.BKDL,2024-08-07,39.9,-678.3,0.0,0,1,0,0.0
,885705.DDBK,000010.BKDL,2024-08-07,34.52,-599.4,-43.94,0,1,0,0.0
,885990.DDBK,000010.BKDL,2024-08-07,31.03,-698.25,-31.04,0,1,0,0.0
,885988.DDBK,000010.BKDL,2024-08-07,25.65,-521.55,-8.55,0,1,0,0.0
,885543.DDBK,000010.BKDL,2024-08-07,25.14,-569.77,-25.13,0,1,0,0.0
,885629.DDBK,000010.BKDL,2024-08-07,21.48,-623.06,-21.49,0,1,0,0.0
,885525.DDBK,000010.BKDL,2024-08-07,16.76,-603.29,-33.51,0,1,0,0.0
,885904.DDBK,000010.BKDL,2024-08-07,0.0,-692.18,-72.86,0,1,0,0.0
,886016.DDBK,000010.BKDL,2024-08-07,0.0,-726.18,-55.86,0,1,0,0.0
000038.BKDL,,,2024-08-07,40.35,-557.25,-18.38,1,1,0,
,885694.DDBK,000038.BKDL,2024-08-07,44.81,-572.82,-18.9,0,1,1,0.0
,883304.DDBK,000038.BKDL,2024-08-07,22.46,-442.1,-16.84,0,1,0,0.0
000009.BKDL,,,2024-08-07,39.75,-665.39,-39.75,1,1,0,
,885508.DDBK,000009.BKDL,2024-08-07,81.09,-675.72,-54.06,0,1,0,0.0
,885947.DDBK,000009.BKDL,2024-08-07,59.85,-658.35,0.0,0,1,0,0.0
,885765.DDBK,000009.BKDL,2024-08-07,54.31,-636.18,-31.03,0,1,0,0.0
,885955.DDBK,000009.BKDL,2024-08-07,50.78,-761.73,-76.17,0,1,0,0.0
,885879.DDBK,000009.BKDL,2024-08-07,48.93,-715.58,-30.58,0,1,0,0.0
,886015.DDBK,000009.BKDL,2024-08-07,48.34,-687.51,-59.08,0,1,0,0.0
,885913.DDBK,000009.BKDL,2024-08-07,46.55,-744.8,-58.19,0,1,0,0.0
,885845.DDBK,000009.BKDL,2024-08-07,45.7,-670.32,-15.24,0,1,0,0.0
,885539.DDBK,000009.BKDL,2024-08-07,45.65,-679.46,-53.72,0,1,0,0.0
,885856.DDBK,000009.BKDL,2024-08-07,44.1,-696.78,-26.46,0,1,0,0.0
,885983.DDBK,000009.BKDL,2024-08-07,40.87,-592.66,-20.44,0,1,0,0.0
,885661.DDBK,000009.BKDL,2024-08-07,39.9,-625.1,-26.6,0,1,0,0.0
,885954.DDBK,000009.BKDL,2024-08-07,39.9,-726.18,-31.92,0,1,0,0.0
,885769.DDBK,000009.BKDL,2024-08-07,38.97,-740.47,-38.97,0,1,0,0.0
,885838.DDBK,000009.BKDL,2024-08-07,38.97,-701.5,-38.97,0,1,0,0.0
,885703.DDBK,000009.BKDL,2024-08-07,37.74,-671.83,-15.1,0,1,0,0.0
,885952.DDBK,000009.BKDL,2024-08-07,37.52,-725.34,-12.5,0,1,0,0.0
,885880.DDBK,000009.BKDL,2024-08-07,37.12,-631.08,-37.12,0,1,0,0.0
,885818.DDBK,000009.BKDL,2024-08-07,36.43,-546.46,-54.65,0,1,0,0.0
,885926.DDBK,000009.BKDL,2024-08-07,36.43,-619.32,-72.86,0,1,0,0.0
,885402.DDBK,000009.BKDL,2024-08-07,34.91,-698.25,-13.97,0,1,0,0.0
,885981.DDBK,000009.BKDL,2024-08-07,34.91,-628.43,34.91,0,1,0,0.0
,886025.DDBK,000009.BKDL,2024-08-07,33.52,-670.32,-33.51,0,1,0,0.0
,886056.DDBK,000009.BKDL,2024-08-07,32.23,-644.54,-32.22,0,1,0,0.0
,885578.DDBK,000009.BKDL,2024-08-07,31.62,-727.23,0.0,0,1,0,0.0
,885403.DDBK,000009.BKDL,2024-08-07,29.18,-725.35,-54.19,0,1,0,0.0
,885989.DDBK,000009.BKDL,2024-08-07,28.16,-711.16,-56.33,0,1,0,0.0
,885490.DDBK,000009.BKDL,2024-08-07,27.47,-714.28,-68.68,0,1,0,0.0
,885883.DDBK,000009.BKDL,2024-08-07,24.64,-566.82,24.64,0,1,0,0.0
,885917.DDBK,000009.BKDL,2024-08-07,23.71,-703.52,-39.53,0,1,0,0.0
,886077.DDBK,000009.BKDL,2024-08-07,19.64,-752.8,-52.37,0,1,0,0.0
,885993.DDBK,000009.BKDL,2024-08-07,15.52,-636.18,15.52,0,1,0,0.0
,886022.DDBK,000009.BKDL,2024-08-07,11.64,-709.89,-58.19,0,1,0,0.0
,885805.DDBK,000009.BKDL,2024-08-07,0.0,-478.8,-119.7,0,1,0,0.0
,885846.DDBK,000009.BKDL,2024-08-07,0.0,-785.53,-52.37,0,1,0,0.0
,885852.DDBK,000009.BKDL,2024-08-07,0.0,-837.9,-83.79,0,1,0,0.0
,885900.DDBK,000009.BKDL,2024-08-07,0.0,-708.99,-32.23,0,1,0,0.0
,885927.DDBK,000009.BKDL,2024-08-07,0.0,-785.53,-87.28,0,1,0,0.0
,885985.DDBK,000009.BKDL,2024-08-07,0.0,-791.35,-46.55,0,1,0,0.0
,885994.DDBK,000009.BKDL,2024-08-07,0.0,-781.09,-56.81,0,1,0,0.0
,886018.DDBK,000009.BKDL,2024-08-07,0.0,-733.16,-104.74,0,1,0,0.0
,886024.DDBK,000009.BKDL,2024-08-07,0.0,-712.22,-83.79,0,1,0,0.0
,886027.DDBK,000009.BKDL,2024-08-07,0.0,-761.73,0.0,0,1,0,0.0
,886028.DDBK,000009.BKDL,2024-08-07,0.0,-638.4,-39.9,0,1,0,0.0
,886029.DDBK,000009.BKDL,2024-08-07,0.0,-788.61,-49.29,0,1,0,0.0
,886051.DDBK,000009.BKDL,2024-08-07,0.0,-723.64,-57.13,0,1,0,0.0
000029.BKDL,,,2024-08-07,39.74,-582.89,-28.15,1,0,0,
,885809.DDBK,000029.BKDL,2024-08-07,58.19,-616.79,-23.27,0,0,0,0.0
,885800.DDBK,000029.BKDL,2024-08-07,51.94,-553.98,-38.08,0,1,0,0.0
,885675.DDBK,000029.BKDL,2024-08-07,49.71,-546.76,-24.85,0,0,0,0.0
,885953.DDBK,000029.BKDL,2024-08-07,44.1,-485.1,-44.1,0,0,0,0.0
,885959.DDBK,000029.BKDL,2024-08-07,42.43,-625.77,-21.21,0,0,0,0.0
,885875.DDBK,000029.BKDL,2024-08-07,31.42,-523.69,-10.48,0,0,0,0.0
,886020.DDBK,000029.BKDL,2024-08-07,23.28,-721.52,-46.55,0,0,0,0.0
,885987.DDBK,000029.BKDL,2024-08-07,22.65,-452.91,0.0,0,0,0,0.0
,885738.DDBK,000029.BKDL,2024-08-07,19.95,-631.75,-53.2,0,0,0,0.0
,885774.DDBK,000029.BKDL,2024-08-07,19.95,-458.85,-19.95,0,0,0,0.0
000015.BKDL,,,2024-08-07,36.48,-506.38,-11.8,1,1,0,
,885657.DDBK,000015.BKDL,2024-08-07,93.1,-496.53,31.03,0,1,0,0.0
,885767.DDBK,000015.BKDL,2024-08-07,49.29,-443.59,-49.29,0,1,0,0.0
,885749.DDBK,000015.BKDL,2024-08-07,46.55,-434.47,-15.52,0,1,0,0.0
,885835.DDBK,000015.BKDL,2024-08-07,42.16,-463.74,-15.81,0,1,0,0.0
,885620.DDBK,000015.BKDL,2024-08-07,33.25,-372.4,6.65,0,1,0,0.0
,885814.DDBK,000015.BKDL,2024-08-07,32.23,-290.04,0.0,0,1,0,0.0
,885413.DDBK,000015.BKDL,2024-08-07,31.62,-587.58,-23.71,0,1,0,0.0
,885456.DDBK,000015.BKDL,2024-08-07,23.28,-529.5,-5.81,0,1,0,0.0
,885623.DDBK,000015.BKDL,2024-08-07,19.72,-453.45,0.0,0,1,0,0.0
,885570.DDBK,000015.BKDL,2024-08-07,11.03,-264.6,-22.05,0,1,0,0.0
000017.BKDL,,,2024-08-07,34.59,-515.41,-22.29,1,1,0,
,885493.DDBK,000017.BKDL,2024-08-07,44.69,-458.05,11.17,0,1,0,0.0
,885595.DDBK,000017.BKDL,2024-08-07,36.59,-457.37,-21.95,0,1,0,0.0
,886021.DDBK,000017.BKDL,2024-08-07,34.63,-507.97,-23.09,0,1,1,0.0
,885893.DDBK,000017.BKDL,2024-08-07,16.43,-460.02,-16.43,0,1,0,0.0
,885741.DDBK,000017.BKDL,2024-08-07,12.51,-450.21,0.0,0,1,0,0.0
,885697.DDBK,000017.BKDL,2024-08-07,0.0,-567.61,-54.06,0,1,0,0.0
000024.BKDL,,,2024-08-07,32.32,-619.1,-32.33,1,1,0,
,885839.DDBK,000024.BKDL,2024-08-07,76.17,-647.47,-0.0,0,1,0,0.0
,885706.DDBK,000024.BKDL,2024-08-07,50.27,-553.02,-33.52,0,1,0,0.0
