categoryCode,blockCode,parent,date,score,scoreChangePre,scoreChange,dataType,isTrack,isPpp,industryType
,885530.DDBK,000001.BKDL,2024-09-23,57.29,-257.82,19.1,0,1,0,0.0
,885971.DDBK,000001.BKDL,2024-09-23,55.17,-303.44,55.17,0,1,0,0.0
,885865.DDBK,000001.BKDL,2024-09-23,53.2,-106.4,0.0,0,1,0,0.0
,885970.DDBK,000001.BKDL,2024-09-23,49.65,-273.1,49.65,0,1,0,0.0
,885552.DDBK,000001.BKDL,2024-09-23,39.2,-140.0,22.4,0,1,0,0.0
,885972.DDBK,000001.BKDL,2024-09-23,38.19,-57.3,38.19,0,1,0,0.0
,885343.DDBK,000001.BKDL,2024-09-23,26.6,-79.8,13.3,0,1,0,0.0
,885969.DDBK,000001.BKDL,2024-09-23,22.57,-248.27,-22.57,0,1,0,0.0
,885355.DDBK,000001.BKDL,2024-09-23,18.86,-47.13,-37.71,0,1,0,0.0
000037.BKDL,,,2024-09-23,35.65,-73.05,-13.05,1,1,0,
,883303.DDBK,000037.BKDL,2024-09-23,39.2,-37.24,-5.88,0,1,0,0.0
,885520.DDBK,000037.BKDL,2024-09-23,37.96,-54.0,-13.9,0,1,1,0.0
,885745.DDBK,000037.BKDL,2024-09-23,31.47,-87.86,-1.31,0,1,0,0.0
,883302.DDBK,000037.BKDL,2024-09-23,26.33,-109.09,11.28,0,1,0,0.0
,883300.DDBK,000037.BKDL,2024-09-23,26.09,-120.97,4.74,0,1,0,0.0
,883301.DDBK,000037.BKDL,2024-09-23,13.54,-121.88,-0.0,0,1,0,0.0
,885663.DDBK,000037.BKDL,2024-09-23,9.67,-135.42,-0.0,0,1,0,0.0
000023.BKDL,,,2024-09-23,35.59,-82.05,-15.91,1,0,0,
,885796.DDBK,000023.BKDL,2024-09-23,74.48,-22.34,-29.79,0,0,0,0.0
,885802.DDBK,000023.BKDL,2024-09-23,66.7,-88.93,-33.35,0,0,0,0.0
,885742.DDBK,000023.BKDL,2024-09-23,60.8,-91.2,-15.2,0,0,0,0.0
,885739.DDBK,000023.BKDL,2024-09-23,56.85,-96.66,-5.69,0,0,0,0.0
,885560.DDBK,000023.BKDL,2024-09-23,48.57,-32.39,16.19,0,0,0,0.0
,885729.DDBK,000023.BKDL,2024-09-23,47.91,-87.11,-30.49,0,0,0,0.0
,885869.DDBK,000023.BKDL,2024-09-23,35.92,-54.82,-14.17,0,0,1,0.0
,885787.DDBK,000023.BKDL,2024-09-23,34.48,-186.2,-27.59,0,0,0,0.0
,885932.DDBK,000023.BKDL,2024-09-23,24.83,-173.78,-24.82,0,0,0,0.0
,885587.DDBK,000023.BKDL,2024-09-23,22.57,-67.71,-67.71,0,0,0,0.0
,885873.DDBK,000023.BKDL,2024-09-23,20.69,-72.41,0.0,0,0,0,0.0
,886072.DDBK,000023.BKDL,2024-09-23,17.54,-68.58,-4.79,0,0,0,0.0
,885740.DDBK,000023.BKDL,2024-09-23,14.05,-112.43,-28.11,0,0,0,0.0
000022.BKDL,,,2024-09-23,35.47,-24.55,-21.82,1,1,0,
,885652.DDBK,000022.BKDL,2024-09-23,106.4,106.4,106.4,0,1,0,0.0
,885829.DDBK,000022.BKDL,2024-09-23,74.48,-0.0,0.0,0,1,0,0.0
,885551.DDBK,000022.BKDL,2024-09-23,53.2,-0.0,-26.6,0,1,0,0.0
,885912.DDBK,000022.BKDL,2024-09-23,37.24,-0.0,-37.24,0,1,0,0.0
,885633.DDBK,000022.BKDL,2024-09-23,33.85,-67.71,-67.71,0,1,0,0.0
,885882.DDBK,000022.BKDL,2024-09-23,26.13,-39.2,-13.07,0,1,0,0.0
,885901.DDBK,000022.BKDL,2024-09-23,22.57,-33.85,-22.57,0,1,0,0.0
,885650.DDBK,000022.BKDL,2024-09-23,16.93,-0.0,-33.85,0,1,0,0.0
,885903.DDBK,000022.BKDL,2024-09-23,0.0,-53.2,0.0,0,1,0,0.0
,885931.DDBK,000022.BKDL,2024-09-23,0.0,-114.58,-114.58,0,1,0,0.0
,885937.DDBK,000022.BKDL,2024-09-23,0.0,-53.2,-53.2,0,1,0,0.0
000028.BKDL,,,2024-09-23,34.73,-173.66,-42.45,1,1,0,
,885699.DDBK,000028.BKDL,2024-09-23,34.73,-162.08,-42.45,0,1,1,0.0
000011.BKDL,,,2024-09-23,33.51,-62.84,-20.95,1,1,0,
,885690.DDBK,000011.BKDL,2024-09-23,42.32,-97.33,-12.69,0,1,0,0.0
,885563.DDBK,000011.BKDL,2024-09-23,36.72,-23.6,-20.98,0,1,0,0.0
,885412.DDBK,000011.BKDL,2024-09-23,34.55,-46.07,-11.52,0,1,0,0.0
,886052.DDBK,000011.BKDL,2024-09-23,31.03,-186.2,-31.04,0,1,0,0.0
,885823.DDBK,000011.BKDL,2024-09-23,30.93,-7.73,-23.19,0,1,0,0.0
,885919.DDBK,000011.BKDL,2024-09-23,30.87,-73.32,-23.16,0,1,0,0.0
,885410.DDBK,000011.BKDL,2024-09-23,30.52,-36.63,-24.42,0,1,0,0.0
,885986.DDBK,000011.BKDL,2024-09-23,29.79,-44.69,-29.79,0,1,0,0.0
,885854.DDBK,000011.BKDL,2024-09-23,24.29,-72.86,-8.09,0,1,0,0.0
,885555.DDBK,000011.BKDL,2024-09-23,23.28,-116.37,0.0,0,1,0,0.0
,885961.DDBK,000011.BKDL,2024-09-23,0.0,-80.52,-20.13,0,1,0,0.0
,885992.DDBK,000011.BKDL,2024-09-23,0.0,-43.81,-43.81,0,1,0,0.0
000027.BKDL,,,2024-09-23,33.39,-95.71,-26.71,1,0,0,
,885943.DDBK,000027.BKDL,2024-09-23,117.6,-156.8,-78.4,0,0,0,0.0
,885662.DDBK,000027.BKDL,2024-09-23,99.31,-187.58,-27.58,0,0,0,0.0
,885766.DDBK,000027.BKDL,2024-09-23,72.66,-248.27,-54.5,0,0,0,0.0
,885974.DDBK,000027.BKDL,2024-09-23,64.77,-32.38,32.39,0,0,0,0.0
,885545.DDBK,000027.BKDL,2024-09-23,55.06,-136.21,-31.88,0,0,0,0.0
,885736.DDBK,000027.BKDL,2024-09-23,45.24,-128.78,-34.81,0,0,0,0.0
,886064.DDBK,000027.BKDL,2024-09-23,39.9,-106.4,-26.6,0,0,0,0.0
,885834.DDBK,000027.BKDL,2024-09-23,39.2,-122.5,-34.3,0,0,0,0.0
,885902.DDBK,000027.BKDL,2024-09-23,39.2,39.2,39.2,0,0,0,0.0
,885945.DDBK,000027.BKDL,2024-09-23,38.69,-96.73,-0.0,0,0,0,0.0
,885861.DDBK,000027.BKDL,2024-09-23,35.47,-301.46,-88.66,0,0,0,0.0
,886061.DDBK,000027.BKDL,2024-09-23,35.47,-98.52,-7.88,0,0,0,0.0
,885997.DDBK,000027.BKDL,2024-09-23,33.07,-70.86,-28.34,0,0,0,0.0
,885564.DDBK,000027.BKDL,2024-09-23,32.38,-115.14,-28.79,0,0,0,0.0
,885775.DDBK,000027.BKDL,2024-09-23,32.21,-16.1,-16.1,0,0,0,0.0
,886067.DDBK,000027.BKDL,2024-09-23,30.25,-124.76,-37.8,0,0,0,0.0
,885431.DDBK,000027.BKDL,2024-09-23,26.64,-68.06,-21.7,0,0,0,0.0
,885871.DDBK,000027.BKDL,2024-09-23,26.6,-79.8,0.0,0,0,0,0.0
,885467.DDBK,000027.BKDL,2024-09-23,22.87,-84.93,-26.13,0,0,0,0.0
,885886.DDBK,000027.BKDL,2024-09-23,22.57,-67.71,-22.57,0,0,0,0.0
,885999.DDBK,000027.BKDL,2024-09-23,21.91,-65.71,-36.51,0,0,0,0.0
,886001.DDBK,000027.BKDL,2024-09-23,19.86,-49.65,-49.65,0,0,0,0.0
,886035.DDBK,000027.BKDL,2024-09-23,18.17,-190.74,-27.24,0,0,0,0.0
,885461.DDBK,000027.BKDL,2024-09-23,16.31,-86.98,-16.31,0,0,0,0.0
,886066.DDBK,000027.BKDL,2024-09-23,15.52,-46.55,-46.55,0,0,0,0.0
,886000.DDBK,000027.BKDL,2024-09-23,0.0,-165.51,-33.1,0,0,0,0.0
000015.BKDL,,,2024-09-23,33.38,-123.97,-20.98,1,1,0,
,885749.DDBK,000015.BKDL,2024-09-23,68.96,-206.89,-27.59,0,1,0,0.0
,885814.DDBK,000015.BKDL,2024-09-23,57.29,28.64,-0.0,0,1,0,0.0
,885456.DDBK,000015.BKDL,2024-09-23,51.72,-196.55,-31.04,0,1,0,0.0
,885413.DDBK,000015.BKDL,2024-09-23,42.16,-98.37,-25.76,0,1,0,0.0
,885657.DDBK,000015.BKDL,2024-09-23,27.59,-110.34,-13.79,0,1,0,0.0
,885620.DDBK,000015.BKDL,2024-09-23,23.64,-106.4,-11.83,0,1,0,0.0
,885835.DDBK,000015.BKDL,2024-09-23,18.74,-79.63,-23.42,0,1,0,0.0
,885623.DDBK,000015.BKDL,2024-09-23,17.52,-87.63,-8.77,0,1,0,0.0
,885570.DDBK,000015.BKDL,2024-09-23,9.8,-88.2,-9.8,0,1,0,0.0
,885767.DDBK,000015.BKDL,2024-09-23,0.0,-87.62,0.0,0,1,0,0.0
000035.BKDL,,,2024-09-23,33.21,-57.79,-21.39,1,1,0,
,885798.DDBK,000035.BKDL,2024-09-23,148.96,148.96,0.0,0,1,0,0.0
,886011.DDBK,000035.BKDL,2024-09-23,87.62,21.9,43.81,0,1,0,0.0
,885958.DDBK,000035.BKDL,2024-09-23,60.39,20.13,-60.39,0,1,0,0.0
,885878.DDBK,000035.BKDL,2024-09-23,56.21,-56.21,-28.11,0,1,0,0.0
,885819.DDBK,000035.BKDL,2024-09-23,54.76,-98.58,-43.82,0,1,0,0.0
,886004.DDBK,000035.BKDL,2024-09-23,51.01,-91.83,-40.81,0,1,0,0.0
,885311.DDBK,000035.BKDL,2024-09-23,50.96,-94.08,-35.28,0,1,0,0.0
,886053.DDBK,000035.BKDL,2024-09-23,43.81,-21.91,-43.81,0,1,0,0.0
,886005.DDBK,000035.BKDL,2024-09-23,38.19,19.09,-57.3,0,1,0,0.0
,885710.DDBK,000035.BKDL,2024-09-23,37.24,-26.6,-10.64,0,1,0,0.0
,886007.DDBK,000035.BKDL,2024-09-23,36.04,-60.06,-36.04,0,1,0,0.0
,885922.DDBK,000035.BKDL,2024-09-23,33.85,-33.86,16.92,0,1,0,0.0
,886010.DDBK,000035.BKDL,2024-09-23,33.1,-99.31,-16.55,0,1,0,0.0
,885921.DDBK,000035.BKDL,2024-09-23,31.77,-56.48,-22.94,0,1,0,0.0
,885531.DDBK,000035.BKDL,2024-09-23,30.14,-58.83,-28.7,0,1,0,0.0
,885425.DDBK,000035.BKDL,2024-09-23,30.09,-52.67,-22.57,0,1,0,0.0
,886026.DDBK,000035.BKDL,2024-09-23,29.79,-0.0,-0.0,0,1,0,0.0
,885920.DDBK,000035.BKDL,2024-09-23,27.59,-48.27,-48.27,0,1,0,0.0
,885789.DDBK,000035.BKDL,2024-09-23,27.08,-27.09,-20.32,0,1,0,0.0
,885928.DDBK,000035.BKDL,2024-09-23,25.98,-8.66,-34.64,0,1,0,0.0
,886003.DDBK,000035.BKDL,2024-09-23,25.68,-77.05,-0.0,0,1,0,0.0
,886032.DDBK,000035.BKDL,2024-09-23,24.83,-12.41,-43.44,0,1,0,0.0
,885571.DDBK,000035.BKDL,2024-09-23,24.16,-28.18,-12.07,0,1,0,0.0
,885944.DDBK,000035.BKDL,2024-09-23,22.92,-11.46,0.0,0,1,0,0.0
,885938.DDBK,000035.BKDL,2024-09-23,21.28,-53.2,0.0,0,1,0,0.0
,886006.DDBK,000035.BKDL,2024-09-23,17.73,-70.94,-70.94,0,1,0,0.0
,885936.DDBK,000035.BKDL,2024-09-23,16.64,-58.26,-24.97,0,1,0,0.0
,885641.DDBK,000035.BKDL,2024-09-23,15.9,-39.76,-18.56,0,1,0,0.0
,885948.DDBK,000035.BKDL,2024-09-23,15.85,-95.08,-47.54,0,1,0,0.0
,885996.DDBK,000035.BKDL,2024-09-23,10.06,-70.46,-0.0,0,1,0,0.0
,885781.DDBK,000035.BKDL,2024-09-23,0.0,0.0,0.0,0,1,0,0.0
,885935.DDBK,000035.BKDL,2024-09-23,0.0,-59.58,-14.9,0,1,0,0.0
,886038.DDBK,000035.BKDL,2024-09-23,0.0,-39.2,0.0,0,1,0,0.0
,886065.DDBK,000035.BKDL,2024-09-23,0.0,-48.05,-24.03,0,1,0,0.0
000018.BKDL,,,2024-09-23,31.19,-90.74,-14.18,1,1,0,
,885562.DDBK,000018.BKDL,2024-09-23,65.33,-39.2,-6.54,0,1,0,0.0
,885494.DDBK,000018.BKDL,2024-09-23,33.46,-80.01,-14.54,0,1,0,0.0
,885964.DDBK,000018.BKDL,2024-09-23,31.92,-85.12,-31.92,0,1,0,0.0
,885770.DDBK,000018.BKDL,2024-09-23,28.87,-103.92,-5.77,0,1,0,0.0
,885500.DDBK,000018.BKDL,2024-09-23,0.0,-112.42,-14.05,0,1,0,0.0
,885733.DDBK,000018.BKDL,2024-09-23,0.0,-103.44,0.0,0,1,0,0.0
000036.BKDL,,,2024-09-23,29.71,-17.83,-23.77,1,0,0,
,885544.DDBK,000036.BKDL,2024-09-23,30.28,-18.16,-24.22,0,0,0,0.0
,886063.DDBK,000036.BKDL,2024-09-23,0.0,0.0,0.0,0,0,0,0.0
000019.BKDL,,,2024-09-23,28.48,-146.77,-8.76,1,0,0,
,885963.DDBK,000019.BKDL,2024-09-23,76.0,-182.4,-15.2,0,0,0,0.0
,886012.DDBK,000019.BKDL,2024-09-23,50.78,16.93,33.85,0,0,0,0.0
,885753.DDBK,000019.BKDL,2024-09-23,41.38,-124.13,0.0,0,0,0,0.0
,885825.DDBK,000019.BKDL,2024-09-23,26.6,-106.4,0.0,0,0,0,0.0
,885522.DDBK,000019.BKDL,2024-09-23,18.31,-189.26,-18.32,0,0,0,0.0
,885747.DDBK,000019.BKDL,2024-09-23,0.0,-74.48,0.0,0,0,0,0.0
,885761.DDBK,000019.BKDL,2024-09-23,0.0,-229.17,-19.1,0,0,0,0.0
,885895.DDBK,000019.BKDL,2024-09-23,0.0,-31.03,-31.03,0,0,0,0.0
,885960.DDBK,000019.BKDL,2024-09-23,0.0,-78.4,0.0,0,0,0,0.0
000017.BKDL,,,2024-09-23,26.06,-111.02,-8.34,1,1,0,
,885893.DDBK,000017.BKDL,2024-09-23,29.21,-29.21,-14.6,0,1,0,0.0
,885595.DDBK,000017.BKDL,2024-09-23,27.65,-112.2,-9.75,0,1,0,0.0
,886021.DDBK,000017.BKDL,2024-09-23,25.92,-104.24,-7.57,0,1,1,0.0
,885697.DDBK,000017.BKDL,2024-09-23,24.03,-312.33,-24.02,0,1,0,0.0
,885493.DDBK,000017.BKDL,2024-09-23,9.93,-99.31,-0.0,0,1,0,0.0
,885741.DDBK,000017.BKDL,2024-09-23,0.0,-116.72,-16.67,0,1,1,0.0
000010.BKDL,,,2024-09-23,25.46,-100.58,-21.65,1,1,0,
,885904.DDBK,000010.BKDL,2024-09-23,64.77,32.39,32.39,0,1,0,0.0
,885888.DDBK,000010.BKDL,2024-09-23,55.86,-74.48,-55.86,0,1,0,0.0
,885406.DDBK,000010.BKDL,2024-09-23,53.2,-212.8,0.0,0,1,0,0.0
,885910.DDBK,000010.BKDL,2024-09-23,49.65,-99.31,-49.66,0,1,0,0.0
,885768.DDBK,000010.BKDL,2024-09-23,35.47,-390.13,-106.4,0,1,0,0.0
,885899.DDBK,000010.BKDL,2024-09-23,33.1,-115.86,-66.21,0,1,0,0.0
,885525.DDBK,000010.BKDL,2024-09-23,29.79,-134.07,-14.9,0,1,0,0.0
,885543.DDBK,000010.BKDL,2024-09-23,29.79,-111.72,-7.45,0,1,0,0.0
,885420.DDBK,000010.BKDL,2024-09-23,27.25,-81.75,-18.16,0,1,0,0.0
,885705.DDBK,000010.BKDL,2024-09-23,22.32,-111.58,-30.68,0,1,0,0.0
,885851.DDBK,000010.BKDL,2024-09-23,21.28,-85.12,-21.28,0,1,0,0.0
,885911.DDBK,000010.BKDL,2024-09-23,19.6,-156.8,0.0,0,1,0,0.0
,885784.DDBK,000010.BKDL,2024-09-23,19.22,-88.9,-19.22,0,1,0,0.0
,885990.DDBK,000010.BKDL,2024-09-23,13.79,-13.8,-27.59,0,1,0,0.0
,885988.DDBK,000010.BKDL,2024-09-23,7.6,-91.2,-15.2,0,1,0,0.0
,885951.DDBK,000010.BKDL,2024-09-23,7.09,-78.03,-14.19,0,1,0,0.0
,885462.DDBK,000010.BKDL,2024-09-23,0.0,-21.91,-43.81,0,1,0,0.0
,885629.DDBK,000010.BKDL,2024-09-23,0.0,-152.78,-38.19,0,1,0,0.0
,885780.DDBK,000010.BKDL,2024-09-23,0.0,-124.13,-82.76,0,1,0,0.0
,886016.DDBK,000010.BKDL,2024-09-23,0.0,-248.27,-49.65,0,1,0,0.0
000007.BKDL,,,2024-09-23,22.53,-122.16,-26.1,1,1,0,
,885750.DDBK,000007.BKDL,2024-09-23,40.26,-201.3,-20.13,0,1,0,0.0
,885758.DDBK,000007.BKDL,2024-09-23,37.24,-186.2,37.24,0,1,0,0.0
,885478.DDBK,000007.BKDL,2024-09-23,36.55,-105.1,-18.28,0,1,0,0.0
,885386.DDBK,000007.BKDL,2024-09-23,31.03,-41.38,-31.04,0,1,0,0.0
,885984.DDBK,000007.BKDL,2024-09-23,29.79,-59.59,-14.9,0,1,0,0.0
,885439.DDBK,000007.BKDL,2024-09-23,20.69,-124.13,-20.69,0,1,0,0.0
,885782.DDBK,000007.BKDL,2024-09-23,19.1,-19.09,-19.09,0,1,0,0.0
,885915.DDBK,000007.BKDL,2024-09-23,12.62,-252.48,-6.32,0,1,0,0.0
,885991.DDBK,000007.BKDL,2024-09-23,12.41,-124.14,-57.93,0,1,0,0.0
,885760.DDBK,000007.BKDL,2024-09-23,8.01,-72.08,-40.04,0,1,0,0.0
,885978.DDBK,000007.BKDL,2024-09-23,0.0,0.0,0.0,0,1,0,0.0
000024.BKDL,,,2024-09-23,19.89,-72.93,-19.89,1,1,0,
,885812.DDBK,000024.BKDL,2024-09-23,37.24,-62.07,-37.24,0,1,0,0.0
,885967.DDBK,000024.BKDL,2024-09-23,27.59,-0.0,27.59,0,1,0,0.0
,885573.DDBK,000024.BKDL,2024-09-23,23.28,-23.27,-23.27,0,1,0,0.0
,885863.DDBK,000024.BKDL,2024-09-23,15.85,-47.54,0.0,0,1,0,0.0
,885706.DDBK,000024.BKDL,2024-09-23,14.9,-104.27,-29.79,0,1,0,0.0
,885962.DDBK,000024.BKDL,2024-09-23,9.31,-121.03,-37.24,0,1,0,0.0
,885505.DDBK,000024.BKDL,2024-09-23,0.0,-57.29,-57.29,0,1,0,0.0
,885640.DDBK,000024.BKDL,2024-09-23,0.0,-93.1,0.0,0,1,0,0.0
,885808.DDBK,000024.BKDL,2024-09-23,0.0,0.0,-33.85,0,1,0,0.0
,885810.DDBK,000024.BKDL,2024-09-23,0.0,0.0,0.0,0,1,0,0.0
,885811.DDBK,000024.BKDL,2024-09-23,0.0,-37.24,-37.24,0,1,0,0.0
,885839.DDBK,000024.BKDL,2024-09-23,0.0,-33.85,0.0,0,1,0,0.0
,885877.DDBK,000024.BKDL,2024-09-23,0.0,0.0,-62.07,0,1,0,0.0
,885995.DDBK,000024.BKDL,2024-09-23,0.0,-100.65,-20.13,0,1,0,0.0
000005.BKDL,,,2024-09-23,10.13,-45.6,-15.2,1,1,0,
,885430.DDBK,000005.BKDL,2024-09-23,11.03,-27.59,-11.04,0,1,0,0.0
,885372.DDBK,000005.BKDL,2024-09-23,0.0,-98.0,-39.2,0,1,0,0.0
,885748.DDBK,000005.BKDL,2024-09-23,0.0,-62.07,0.0,0,1,0,0.0
000028.BKDL,,,2024-09-20,100.34,-351.17,-15.43,1,1,0,
,885699.DDBK,000028.BKDL,2024-09-20,100.34,-335.73,-15.43,0,1,1,0.0
000014.BKDL,,,2024-09-20,66.98,-513.55,-51.04,1,0,0,
,885759.DDBK,000014.BKDL,2024-09-20,114.58,-548.37,-49.11,0,0,0,0.0
,886036.DDBK,000014.BKDL,2024-09-20,99.31,-595.84,0.0,0,0,0,0.0
,885771.DDBK,000014.BKDL,2024-09-20,64.77,-453.35,-80.95,0,0,0,0.0
,885785.DDBK,000014.BKDL,2024-09-20,50.18,-483.33,-60.75,0,0,0,0.0
,885454.DDBK,000014.BKDL,2024-09-20,49.65,-479.99,-33.11,0,0,0,0.0
,886047.DDBK,000014.BKDL,2024-09-20,33.85,-677.1,-67.71,0,0,0,0.0
000016.BKDL,,,2024-09-20,65.46,-569.41,-65.47,1,0,0,
,885844.DDBK,000016.BKDL,2024-09-20,98.58,-536.69,-43.81,0,0,0,0.0
,885956.DDBK,000016.BKDL,2024-09-20,82.15,-602.41,-65.71,0,0,0,0.0
,885378.DDBK,000016.BKDL,2024-09-20,70.31,-578.13,-49.48,0,0,0,0.0
,885459.DDBK,000016.BKDL,2024-09-20,66.42,-597.73,-52.18,0,0,0,0.0
,885568.DDBK,000016.BKDL,2024-09-20,61.1,-613.88,-84.37,0,0,0,0.0
,885881.DDBK,000016.BKDL,2024-09-20,53.2,-585.2,0.0,0,0,0,0.0
,885730.DDBK,000016.BKDL,2024-09-20,43.18,-464.15,-43.17,0,0,0,0.0
,886017.DDBK,000016.BKDL,2024-09-20,27.59,-648.25,-82.75,0,0,0,0.0
,886039.DDBK,000016.BKDL,2024-09-20,0.0,-682.73,-62.07,0,0,0,0.0
000034.BKDL,,,2024-09-20,61.19,-577.06,-50.64,1,0,0,
,886070.DDBK,000034.BKDL,2024-09-20,177.33,-354.67,-70.94,0,0,0,0.0
,886071.DDBK,000034.BKDL,2024-09-20,124.13,-372.4,-124.14,0,0,0,0.0
,886062.DDBK,000034.BKDL,2024-09-20,85.61,-582.14,-68.49,0,0,0,0.0
,886040.DDBK,000034.BKDL,2024-09-20,82.76,-579.28,-248.26,0,0,0,0.0
,885728.DDBK,000034.BKDL,2024-09-20,59.58,-576.78,-54.82,0,0,0,0.0
,886019.DDBK,000034.BKDL,2024-09-20,42.97,-625.44,-57.29,0,0,0,0.0
,886068.DDBK,000034.BKDL,2024-09-20,31.03,-651.7,-62.07,0,0,0,0.0
,886031.DDBK,000034.BKDL,2024-09-20,26.36,-626.16,-46.14,0,0,0,0.0
,886074.DDBK,000034.BKDL,2024-09-20,0.0,-723.52,-42.56,0,0,0,0.0
000006.BKDL,,,2024-09-20,60.96,-524.81,-87.47,1,0,0,
,885982.DDBK,000006.BKDL,2024-09-20,116.38,-558.6,-69.82,0,0,0,0.0
,885980.DDBK,000006.BKDL,2024-09-20,97.15,-608.79,-84.19,0,0,0,0.0
,886058.DDBK,000006.BKDL,2024-09-20,93.1,-581.88,-116.38,0,0,0,0.0
,885376.DDBK,000006.BKDL,2024-09-20,69.83,-424.76,-75.64,0,0,0,0.0
,885806.DDBK,000006.BKDL,2024-09-20,68.71,-509.82,-104.34,0,0,1,0.0
,886055.DDBK,000006.BKDL,2024-09-20,63.39,-443.71,-47.54,0,0,0,0.0
,885923.DDBK,000006.BKDL,2024-09-20,62.54,-631.09,-68.23,0,0,0,0.0
,886059.DDBK,000006.BKDL,2024-09-20,57.29,-486.99,-47.75,0,0,0,0.0
,885502.DDBK,000006.BKDL,2024-09-20,39.8,-562.86,-17.05,0,0,0,0.0
,885843.DDBK,000006.BKDL,2024-09-20,23.28,-442.22,-23.27,0,0,0,0.0
000029.BKDL,,,2024-09-20,59.35,-451.54,-60.52,1,0,0,
,885774.DDBK,000029.BKDL,2024-09-20,88.67,-461.06,-53.2,0,0,0,0.0
,886020.DDBK,000029.BKDL,2024-09-20,82.76,-517.22,-62.06,0,0,0,0.0
,885800.DDBK,000029.BKDL,2024-09-20,76.94,-415.49,-58.48,0,0,0,0.0
,885959.DDBK,000029.BKDL,2024-09-20,56.57,-386.54,-122.56,0,0,0,0.0
,885675.DDBK,000029.BKDL,2024-09-20,53.65,-451.3,-50.5,0,0,0,0.0
,885875.DDBK,000029.BKDL,2024-09-20,46.55,-539.98,-74.48,0,0,0,0.0
,885953.DDBK,000029.BKDL,2024-09-20,39.2,-588.0,-39.2,0,0,0,0.0
,885738.DDBK,000029.BKDL,2024-09-20,35.47,-478.8,-23.64,0,0,0,0.0
,885809.DDBK,000029.BKDL,2024-09-20,31.03,-537.91,-20.69,0,0,0,0.0
,885987.DDBK,000029.BKDL,2024-09-20,0.0,-684.41,-100.65,0,0,0,0.0
000003.BKDL,,,2024-09-20,59.08,-563.39,-48.27,1,0,0,
,885975.DDBK,000003.BKDL,2024-09-20,120.78,-543.5,0.0,0,0,0,0.0
,885333.DDBK,000003.BKDL,2024-09-20,90.58,-523.38,10.06,0,0,0,0.0
,885842.DDBK,000003.BKDL,2024-09-20,85.12,-563.92,-42.56,0,0,0,0.0
,886013.DDBK,000003.BKDL,2024-09-20,76.39,-595.2,-76.39,0,0,0,0.0
,885887.DDBK,000003.BKDL,2024-09-20,70.8,-540.9,-36.81,0,0,0,0.0
,885452.DDBK,000003.BKDL,2024-09-20,66.66,-597.68,-34.49,0,0,0,0.0
,885942.DDBK,000003.BKDL,2024-09-20,60.39,-644.15,-93.94,0,0,0,0.0
,885866.DDBK,000003.BKDL,2024-09-20,58.8,-627.2,-29.4,0,0,0,0.0
,886041.DDBK,000003.BKDL,2024-09-20,57.76,-620.16,-72.96,0,0,0,0.0
,885933.DDBK,000003.BKDL,2024-09-20,55.58,-578.06,-33.35,0,0,0,0.0
,885757.DDBK,000003.BKDL,2024-09-20,52.54,-602.64,-24.72,0,0,0,0.0
,886023.DDBK,000003.BKDL,2024-09-20,51.37,-667.75,-51.36,0,0,0,0.0
,885976.DDBK,000003.BKDL,2024-09-20,48.97,-621.09,-72.16,0,0,0,0.0
,886034.DDBK,000003.BKDL,2024-09-20,24.83,-670.32,-49.65,0,0,0,0.0
,885966.DDBK,000003.BKDL,2024-09-20,15.2,-501.6,-15.2,0,0,0,0.0
000025.BKDL,,,2024-09-20,57.1,-518.84,-53.03,1,0,0,
,885574.DDBK,000025.BKDL,2024-09-20,91.09,-541.19,-26.79,0,0,0,0.0
,885556.DDBK,000025.BKDL,2024-09-20,79.66,-471.97,-51.78,0,0,0,0.0
,885868.DDBK,000025.BKDL,2024-09-20,75.32,-410.06,0.0,0,0,0,0.0
,885312.DDBK,000025.BKDL,2024-09-20,68.11,-542.67,-28.56,0,0,0,0.0
,885940.DDBK,000025.BKDL,2024-09-20,53.2,-496.53,-53.2,0,0,0,0.0
,885998.DDBK,000025.BKDL,2024-09-20,45.14,-473.96,-67.71,0,0,0,0.0
,885783.DDBK,000025.BKDL,2024-09-20,42.41,-564.56,-55.66,0,0,0,0.0
,886037.DDBK,000025.BKDL,2024-09-20,31.03,-512.05,-31.04,0,0,0,0.0
,886043.DDBK,000025.BKDL,2024-09-20,0.0,-509.6,-78.4,0,0,0,0.0
000031.BKDL,,,2024-09-20,56.68,-493.38,-50.86,1,0,0,
,886048.DDBK,000031.BKDL,2024-09-20,140.53,-421.58,0.0,0,0,0,0.0
,885977.DDBK,000031.BKDL,2024-09-20,110.93,-554.64,31.7,0,0,0,0.0
,886050.DDBK,000031.BKDL,2024-09-20,81.93,-543.7,-29.79,0,0,0,0.0
,885362.DDBK,000031.BKDL,2024-09-20,77.51,-569.56,-37.07,0,0,0,0.0
,885790.DDBK,000031.BKDL,2024-09-20,73.56,-556.3,-36.78,0,0,0,0.0
,886033.DDBK,000031.BKDL,2024-09-20,68.6,-392.0,-78.4,0,0,0,0.0
,885756.DDBK,000031.BKDL,2024-09-20,61.3,-475.08,-61.3,0,0,0,0.0
,886042.DDBK,000031.BKDL,2024-09-20,58.04,-435.27,-19.34,0,0,0,0.0
,885957.DDBK,000031.BKDL,2024-09-20,57.29,-564.11,-30.85,0,0,0,0.0
