date,blockCode,score,scoreChangePre,scoreChange,dataType,industryType,isTrack,isPpp
2024-10-14,980355.ZHBK,148.22,118.58,18.53,2,0,0,0
2024-10-14,980336.ZHBK,148.09,100.18,30.49,2,1,0,0
2024-10-14,980373.ZHBK,145.24,96.58,11.18,2,1,0,0
2024-10-14,980371.ZHBK,137.69,100.14,18.77,2,1,0,0
2024-10-14,980473.ZHBK,128.41,102.73,34.24,2,1,0,0
2024-10-14,980348.ZHBK,127.68,117.04,-31.92,2,0,0,0
2024-10-14,980340.ZHBK,124.13,62.06,62.06,2,0,0,0
2024-10-14,980378.ZHBK,123.64,98.32,13.41,2,1,0,0
2024-10-14,980372.ZHBK,121.19,68.17,22.72,2,1,0,0
2024-10-14,980475.ZHBK,114.58,57.29,42.96,2,1,0,0
2024-10-14,980345.ZHBK,105.4,31.62,21.08,2,0,0,0
2024-10-14,980374.ZHBK,97.4,5.73,-22.91,2,0,0,0
2024-10-14,980335.ZHBK,94.17,8.56,-8.56,2,1,0,0
2024-10-14,980351.ZHBK,0.0,-67.71,0.0,2,1,0,0
2024-10-11,980335.ZHBK,196.9,-299.63,-59.93,2,1,0,0
2024-10-11,980475.ZHBK,100.26,-358.08,-0.0,2,1,0,0
2024-10-11,980477.ZHBK,90.28,0.0,45.14,2,1,0,0
2024-10-11,980750.ZHBK,72.26,-444.65,-50.02,2,1,0,0
2024-10-11,980345.ZHBK,70.26,-259.98,-66.76,2,0,0,0
2024-10-11,980338.ZHBK,69.11,-410.79,-80.62,2,1,0,0
2024-10-11,980374.ZHBK,68.75,-297.92,-51.56,2,0,0,0
2024-10-11,980476.ZHBK,63.84,-388.36,-58.52,2,1,0,0
2024-10-11,980362.ZHBK,63.12,-429.21,-50.49,2,1,0,0
2024-10-11,980340.ZHBK,62.07,-186.2,-62.06,2,0,0,0
2024-10-11,980336.ZHBK,60.98,-426.84,-47.91,2,1,0,0
2024-10-11,980376.ZHBK,54.99,-129.96,-29.99,2,0,0,0
2024-10-11,980353.ZHBK,53.2,-202.16,-21.28,2,0,0,0
2024-10-11,980364.ZHBK,53.1,-208.21,-32.14,2,1,0,0
2024-10-11,980756.ZHBK,52.14,-379.84,-37.24,2,1,0,0
2024-10-11,980352.ZHBK,50.78,-220.06,-50.78,2,1,0,0
2024-10-11,980346.ZHBK,49.65,-372.4,-41.38,2,1,0,0
2024-10-11,980373.ZHBK,48.66,-288.18,-59.88,2,1,0,0
2024-10-11,980365.ZHBK,45.67,-233.04,-53.87,2,1,0,0
2024-10-11,980372.ZHBK,45.45,-222.17,-60.59,2,1,0,0
2024-10-11,980363.ZHBK,44.69,-248.26,-34.76,2,1,0,0
2024-10-11,980473.ZHBK,42.8,-342.44,-8.57,2,1,0,0
2024-10-11,980343.ZHBK,42.39,-351.2,-48.44,2,0,0,0
2024-10-11,980368.ZHBK,40.04,-288.31,-24.03,2,1,0,0
2024-10-11,980378.ZHBK,38.73,-184.71,-59.58,2,1,0,0
2024-10-11,980357.ZHBK,34.8,-104.41,-41.77,2,0,0,0
2024-10-11,980474.ZHBK,32.54,-184.39,-48.81,2,1,0,0
2024-10-11,980339.ZHBK,32.15,-509.04,-64.3,2,1,0,0
2024-10-11,980371.ZHBK,31.29,-444.38,-62.59,2,1,0,0
2024-10-11,980366.ZHBK,29.79,-93.35,-25.82,2,0,0,0
2024-10-11,980753.ZHBK,29.58,-109.63,-24.37,2,0,0,0
2024-10-11,980360.ZHBK,22.57,-67.71,-7.52,2,1,0,0
2024-10-11,980341.ZHBK,16.93,-270.83,-5.64,2,1,0,0
2024-10-11,980355.ZHBK,14.82,-203.8,-22.23,2,0,0,0
2024-10-11,980358.ZHBK,10.64,-127.68,-15.96,2,1,0,0
2024-10-11,980348.ZHBK,10.64,-297.92,0.0,2,0,0,0
2024-10-11,980379.ZHBK,0.0,-709.33,-17.73,2,1,0,0
2024-10-11,980351.ZHBK,0.0,-473.96,0.0,2,1,0,0
2024-10-10,980753.ZHBK,424.61,334.12,113.12,2,0,0,0
2024-10-10,980366.ZHBK,417.09,315.8,111.23,2,0,0,0
2024-10-10,980376.ZHBK,384.9,344.91,144.96,2,0,0,0
2024-10-10,980343.ZHBK,363.32,320.93,90.83,2,0,0,0
2024-10-10,980365.ZHBK,356.01,325.56,125.31,2,1,0,0
2024-10-10,980357.ZHBK,339.68,249.19,103.01,2,0,0,0
2024-10-10,980371.ZHBK,331.72,306.68,100.14,2,1,0,0
2024-10-10,980379.ZHBK,301.47,301.47,177.34,2,1,0,0
2024-10-10,980348.ZHBK,297.92,297.92,138.32,2,0,0,0
2024-10-10,980363.ZHBK,292.95,263.16,114.2,2,1,0,0
2024-10-10,980364.ZHBK,283.67,264.11,106.2,2,1,0,0
2024-10-10,980476.ZHBK,281.96,250.04,101.08,2,1,0,0
2024-10-10,980355.ZHBK,281.62,263.09,103.76,2,0,0,0
2024-10-10,980378.ZHBK,278.56,268.13,102.79,2,1,0,0
2024-10-10,980474.ZHBK,278.4,262.13,115.7,2,1,0,0
2024-10-10,980353.ZHBK,276.64,266.0,85.12,2,0,0,0
2024-10-10,980756.ZHBK,260.68,223.44,126.62,2,1,0,0
2024-10-10,980346.ZHBK,256.54,215.16,132.41,2,1,0,0
2024-10-10,980477.ZHBK,248.27,248.27,90.28,2,1,0,0
2024-10-10,980341.ZHBK,236.98,197.48,124.13,2,1,0,0
2024-10-10,980362.ZHBK,233.54,217.76,97.83,2,1,0,0
2024-10-10,980372.ZHBK,232.28,196.93,83.32,2,1,0,0
2024-10-10,980473.ZHBK,222.58,196.9,42.8,2,1,0,0
2024-10-10,980338.ZHBK,214.99,180.44,76.78,2,1,0,0
2024-10-10,980339.ZHBK,214.33,203.61,69.66,2,1,0,0
2024-10-10,980360.ZHBK,210.65,150.46,90.28,2,1,0,0
2024-10-10,980373.ZHBK,198.36,183.39,56.14,2,1,0,0
2024-10-10,980345.ZHBK,193.23,179.18,66.75,2,0,0,0
2024-10-10,980352.ZHBK,186.2,152.35,33.85,2,1,0,0
2024-10-10,980475.ZHBK,186.2,186.2,114.58,2,1,0,0
2024-10-10,980750.ZHBK,172.3,166.74,33.34,2,1,0,0
2024-10-10,980374.ZHBK,171.88,166.15,74.48,2,0,0,0
2024-10-10,980336.ZHBK,165.51,161.15,34.84,2,1,0,0
2024-10-10,980368.ZHBK,136.15,120.13,40.05,2,1,0,0
2024-10-10,980335.ZHBK,128.41,128.41,77.04,2,1,0,0
2024-10-10,980358.ZHBK,101.08,90.44,15.96,2,1,0,0
2024-10-10,980351.ZHBK,67.71,67.71,67.71,2,1,0,0
2024-10-10,980340.ZHBK,62.07,0.0,0.0,2,0,0,0
2024-10-09,980366.ZHBK,57.6,-653.44,-47.67,2,0,0,0
2024-10-09,980360.ZHBK,52.66,-586.81,-45.14,2,1,0,0
2024-10-09,980341.ZHBK,50.78,-592.46,-33.86,2,1,0,0
2024-10-09,980357.ZHBK,48.73,-676.58,-41.76,2,0,0,0
2024-10-09,980753.ZHBK,40.02,-664.76,-45.25,2,0,0,0
2024-10-09,980473.ZHBK,25.68,-419.49,-8.56,2,1,0,0
2024-10-09,980353.ZHBK,21.28,-574.56,-10.64,2,0,0,0
2024-10-09,980343.ZHBK,18.17,-702.41,-12.11,2,0,0,0
2024-10-09,980352.ZHBK,16.93,-524.74,-33.85,2,1,0,0
2024-10-09,980364.ZHBK,16.77,-669.34,-9.78,2,1,0,0
2024-10-09,980358.ZHBK,15.96,-345.8,-21.28,2,1,0,0
2024-10-09,980376.ZHBK,15.0,-649.82,-24.99,2,0,0,0
2024-10-09,980345.ZHBK,14.05,-611.3,-10.54,2,0,0,0
2024-10-09,980336.ZHBK,13.07,-492.17,0.0,2,1,0,0
2024-10-09,980372.ZHBK,12.62,-674.11,-7.58,2,1,0,0
2024-10-09,980371.ZHBK,12.52,-600.84,-12.52,2,1,0,0
2024-10-09,980338.ZHBK,11.52,-637.3,-19.19,2,1,0,0
2024-10-09,980750.ZHBK,11.12,-589.17,0.0,2,1,0,0
2024-10-09,980355.ZHBK,11.12,-592.87,-7.41,2,0,0,0
2024-10-09,980339.ZHBK,10.72,-530.47,0.0,2,1,0,0
2024-10-09,980378.ZHBK,10.43,-700.11,-14.89,2,1,0,0
2024-10-09,980363.ZHBK,9.93,-719.97,-34.76,2,1,0,0
2024-10-09,980362.ZHBK,9.47,-618.56,-12.62,2,1,0,0
2024-10-09,980346.ZHBK,8.28,-537.91,-33.1,2,1,0,0
2024-10-09,980368.ZHBK,8.01,-616.66,-16.02,2,1,0,0
2024-10-09,980373.ZHBK,7.49,-598.83,-3.74,2,1,0,0
2024-10-09,980756.ZHBK,7.45,-558.6,-29.79,2,1,0,0
2024-10-09,980365.ZHBK,5.86,-709.66,-16.39,2,1,0,0
2024-10-09,980374.ZHBK,5.73,-607.3,-5.73,2,0,0,0
2024-10-09,980476.ZHBK,5.32,-686.28,-21.28,2,1,0,0
2024-10-09,980474.ZHBK,3.62,-699.6,-9.03,2,1,0,0
2024-10-09,980379.ZHBK,0.0,-638.4,0.0,2,1,0,0
2024-10-09,980351.ZHBK,0.0,-67.71,0.0,2,1,0,0
2024-10-09,980340.ZHBK,0.0,-558.6,-62.07,2,0,0,0
2024-10-09,980477.ZHBK,0.0,-699.66,0.0,2,1,0,0
2024-10-09,980335.ZHBK,0.0,-402.36,0.0,2,1,0,0
2024-10-09,980348.ZHBK,0.0,-563.92,0.0,2,0,0,0
2024-10-09,980475.ZHBK,0.0,-673.18,-14.32,2,1,0,0
2024-10-08,980379.ZHBK,744.8,0.0,-0.0,2,1,0,0
2024-10-08,980477.ZHBK,744.8,0.0,-0.0,2,1,0,0
2024-10-08,980365.ZHBK,737.77,1.17,-0.0,2,1,0,0
2024-10-08,980750.ZHBK,733.68,0.0,-0.0,2,1,0,0
2024-10-08,980357.ZHBK,733.66,0.0,-0.0,2,0,0,0
2024-10-08,980364.ZHBK,733.62,0.02,-0.0,2,1,0,0
2024-10-08,980343.ZHBK,732.69,-0.0,0.0,2,0,0,0
2024-10-08,980475.ZHBK,730.48,0.0,0.0,2,1,0,0
2024-10-08,980363.ZHBK,729.9,-0.0,-0.0,2,1,0,0
2024-10-08,980368.ZHBK,728.78,8.01,-0.0,2,1,0,0
2024-10-08,980339.ZHBK,728.73,0.0,0.0,2,1,0,0
2024-10-08,980372.ZHBK,727.13,2.53,2.53,2,1,0,0
2024-10-08,980378.ZHBK,725.44,-0.0,0.0,2,1,0,0
2024-10-08,980476.ZHBK,723.52,-0.0,0.0,2,1,0,0
2024-10-08,980474.ZHBK,723.11,-1.8,0.0,2,1,0,0
2024-10-08,980753.ZHBK,720.44,-3.48,0.0,2,0,0,0
2024-10-08,980371.ZHBK,719.76,-0.0,-0.0,2,1,0,0
2024-10-08,980336.ZHBK,718.67,0.0,0.0,2,1,0,0
2024-10-08,980366.ZHBK,715.01,-1.98,0.0,2,0,0,0
2024-10-08,980373.ZHBK,711.12,0.0,0.0,2,1,0,0
2024-10-08,980338.ZHBK,710.25,3.84,0.0,2,1,0,0
2024-10-08,980362.ZHBK,710.08,-0.0,-0.0,2,1,0,0
2024-10-08,980756.ZHBK,707.56,0.0,0.0,2,1,0,0
2024-10-08,980346.ZHBK,703.42,0.0,-0.0,2,1,0,0
2024-10-08,980335.ZHBK,702.0,-8.56,0.0,2,1,0,0
2024-10-08,980345.ZHBK,699.13,-0.0,0.0,2,0,0,0
2024-10-08,980376.ZHBK,694.81,-5.0,-0.0,2,0,0,0
2024-10-08,980353.ZHBK,691.6,0.0,0.0,2,0,0,0
2024-10-08,980348.ZHBK,691.6,10.64,0.0,2,0,0,0
2024-10-08,980374.ZHBK,687.51,-0.0,0.0,2,0,0,0
2024-10-08,980473.ZHBK,684.87,0.0,-0.0,2,1,0,0
2024-10-08,980340.ZHBK,682.73,0.0,-0.0,2,0,0,0
2024-10-08,980341.ZHBK,682.73,0.0,-0.0,2,1,0,0
2024-10-08,980351.ZHBK,677.09,-0.0,-0.0,2,1,0,0
2024-10-08,980352.ZHBK,677.09,-0.0,16.93,2,1,0,0
2024-10-08,980355.ZHBK,670.69,3.7,-0.0,2,0,0,0
2024-10-08,980358.ZHBK,649.04,-5.32,-0.0,2,1,0,0
2024-10-08,980360.ZHBK,647.0,0.0,0.0,2,1,0,0
2024-09-30,980363.ZHBK,729.9,-0.0,4.96,2,1,0,0
2024-09-30,980365.ZHBK,722.55,-5.86,42.16,2,1,0,0
2024-09-30,980357.ZHBK,722.53,-5.5,16.71,2,0,0,0
2024-09-30,980364.ZHBK,719.6,-1.36,42.0,2,1,0,0
2024-09-30,980343.ZHBK,714.52,-12.11,18.16,2,0,0,0
2024-09-30,980378.ZHBK,710.54,-5.96,23.83,2,1,0,0
2024-09-30,980476.ZHBK,707.56,-10.64,63.84,2,1,0,0
2024-09-30,980366.ZHBK,705.08,0.22,17.88,2,0,0,0
2024-09-30,980474.ZHBK,705.03,-5.34,23.5,2,1,0,0
2024-09-30,980368.ZHBK,704.76,-0.0,0.0,2,1,0,0
2024-09-30,980372.ZHBK,704.4,-5.05,47.97,2,1,0,0
2024-09-30,980753.ZHBK,703.04,0.2,20.89,2,0,0,0
2024-09-30,980373.ZHBK,699.89,3.75,33.69,2,1,0,0
2024-09-30,980477.ZHBK,699.66,-22.57,22.57,2,1,0,0
2024-09-30,980371.ZHBK,688.47,6.26,50.07,2,1,0,0
2024-09-30,980475.ZHBK,687.51,42.97,100.26,2,1,0,0
2024-09-30,980339.ZHBK,680.5,37.51,58.94,2,1,0,0
2024-09-30,980756.ZHBK,677.77,-22.34,22.35,2,1,0,0
2024-09-30,980351.ZHBK,677.09,67.71,-0.0,2,1,0,0
2024-09-30,980338.ZHBK,675.69,7.67,42.23,2,1,0,0
2024-09-30,980750.ZHBK,672.54,5.55,27.79,2,1,0,0
2024-09-30,980362.ZHBK,672.21,3.15,41.02,2,1,0,0
2024-09-30,980346.ZHBK,670.32,-24.83,16.55,2,1,0,0
2024-09-30,980336.ZHBK,666.4,8.71,21.78,2,1,0,0
2024-09-30,980345.ZHBK,660.48,7.02,35.13,2,0,0,0
2024-09-30,980353.ZHBK,659.68,10.64,42.56,2,0,0,0
2024-09-30,980348.ZHBK,659.68,-10.64,31.92,2,0,0,0
2024-09-30,980335.ZHBK,650.63,59.93,17.12,2,1,0,0
2024-09-30,980374.ZHBK,647.4,11.46,40.1,2,0,0,0
2024-09-30,980376.ZHBK,644.83,-0.0,15.0,2,0,0,0
2024-09-30,980355.ZHBK,637.34,-18.08,37.05,2,0,0,0
2024-09-30,980360.ZHBK,624.43,-7.52,7.52,2,1,0,0
2024-09-30,980473.ZHBK,616.39,-25.68,25.69,2,1,0,0
2024-09-30,980341.ZHBK,609.38,146.7,33.85,2,1,0,0
2024-09-30,980358.ZHBK,606.48,0.0,5.32,2,1,0,0
2024-09-30,980352.ZHBK,592.45,33.85,50.78,2,1,0,0
2024-09-30,980379.ZHBK,532.0,443.33,88.67,2,1,0,0
2024-09-30,980340.ZHBK,372.4,-186.2,124.13,2,0,0,0
2024-09-27,980368.ZHBK,600.65,-112.12,200.22,2,1,0,0
2024-09-27,980358.ZHBK,569.24,-63.84,79.8,2,1,0,0
2024-09-27,980360.ZHBK,564.24,-67.71,22.57,2,1,0,0
2024-09-27,980477.ZHBK,541.67,-180.56,157.99,2,1,0,0
2024-09-27,980341.ZHBK,541.67,-135.42,62.06,2,1,0,0
2024-09-27,980378.ZHBK,531.79,-148.96,220.46,2,1,0,0
2024-09-27,980371.ZHBK,525.74,-175.25,262.87,2,1,0,0
2024-09-27,980343.ZHBK,520.75,-175.61,151.38,2,0,0,0
2024-09-27,980364.ZHBK,504.95,-186.55,179.54,2,1,0,0
2024-09-27,980338.ZHBK,499.09,-172.77,161.24,2,1,0,0
2024-09-27,980345.ZHBK,498.88,-144.04,175.66,2,0,0,0
2024-09-27,980357.ZHBK,498.86,-167.69,127.16,2,0,0,0
2024-09-27,980348.ZHBK,489.44,-138.32,212.8,2,0,0,0
2024-09-27,980474.ZHBK,483.85,-155.84,150.41,2,1,0,0
2024-09-27,980379.ZHBK,478.8,-266.0,195.07,2,1,0,0
2024-09-27,980374.ZHBK,475.53,-137.5,143.23,2,0,0,0
2024-09-27,980373.ZHBK,475.32,-209.6,168.42,2,1,0,0
2024-09-27,980351.ZHBK,473.96,-203.13,135.41,2,1,0,0
2024-09-27,980365.ZHBK,463.74,-217.82,148.72,2,1,0,0
2024-09-27,980355.ZHBK,461.78,-160.13,134.07,2,0,0,0
2024-09-27,980353.ZHBK,446.88,-223.44,85.12,2,0,0,0
2024-09-27,980366.ZHBK,429.31,-143.77,105.83,2,0,0,0
2024-09-27,980753.ZHBK,428.35,-150.36,120.64,2,0,0,0
2024-09-27,980372.ZHBK,426.68,-237.33,133.81,2,1,0,0
2024-09-27,980339.ZHBK,423.3,-230.41,155.39,2,1,0,0
2024-09-27,980346.ZHBK,413.78,-239.99,107.58,2,1,0,0
2024-09-27,980756.ZHBK,409.64,-253.23,111.72,2,1,0,0
2024-09-27,980473.ZHBK,402.36,-239.71,102.73,2,1,0,0
2024-09-27,980476.ZHBK,399.0,-271.32,138.32,2,1,0,0
2024-09-27,980362.ZHBK,397.65,-201.98,164.11,2,1,0,0
2024-09-27,980336.ZHBK,396.36,-200.35,156.8,2,1,0,0
2024-09-27,980352.ZHBK,389.33,-203.12,118.49,2,1,0,0
2024-09-27,980363.ZHBK,387.3,-263.16,114.21,2,1,0,0
2024-09-27,980750.ZHBK,377.96,-205.65,177.86,2,1,0,0
2024-09-27,980335.ZHBK,376.68,-256.83,145.54,2,1,0,0
2024-09-27,980376.ZHBK,344.91,-214.94,94.98,2,0,0,0
2024-09-27,980475.ZHBK,329.43,-286.46,157.55,2,1,0,0
2024-09-27,980340.ZHBK,248.27,-310.33,0.0,2,0,0,0
2024-09-26,980340.ZHBK,496.53,186.2,-0.0,2,0,0,0
2024-09-26,980473.ZHBK,188.34,-231.15,8.56,2,1,0,0
2024-09-26,980374.ZHBK,68.75,-383.86,-0.0,2,0,0,0
2024-09-26,980351.ZHBK,67.71,-406.25,0.0,2,1,0,0
2024-09-26,980353.ZHBK,63.84,-393.68,-31.92,2,0,0,0
2024-09-26,980355.ZHBK,59.58,-465.5,-44.69,2,0,0,0
2024-09-26,980345.ZHBK,56.21,-361.86,-3.51,2,0,0,0
2024-09-26,980368.ZHBK,56.06,-368.4,-8.01,2,1,0,0
2024-09-26,980348.ZHBK,53.2,-510.72,-31.92,2,0,0,0
2024-09-26,980360.ZHBK,45.14,-489.01,-22.57,2,1,0,0
2024-09-26,980358.ZHBK,42.56,-393.68,-21.28,2,1,0,0
2024-09-26,980343.ZHBK,42.39,-320.93,-30.27,2,0,0,0
2024-09-26,980365.ZHBK,40.99,-271.69,-24.59,2,1,0,0
2024-09-26,980357.ZHBK,34.93,-224.98,-22.36,2,0,0,0
2024-09-26,980474.ZHBK,34.43,-313.51,-32.62,2,1,0,0
2024-09-26,980335.ZHBK,34.24,-248.27,8.56,2,1,0,0
2024-09-26,980753.ZHBK,33.22,-379.39,-26.22,2,0,0,0
2024-09-26,980366.ZHBK,31.95,-331.46,-13.98,2,0,0,0
2024-09-26,980338.ZHBK,30.71,-441.51,-34.56,2,1,0,0
2024-09-26,980373.ZHBK,29.94,-355.56,-26.2,2,1,0,0
2024-09-26,980363.ZHBK,29.79,-412.12,-29.79,2,1,0,0
2024-09-26,980341.ZHBK,28.21,-541.67,-22.57,2,1,0,0
2024-09-26,980378.ZHBK,25.32,-445.39,-22.35,2,1,0,0
2024-09-26,980364.ZHBK,25.25,-286.14,-23.84,2,1,0,0
2024-09-26,980756.ZHBK,22.34,-469.23,-37.24,2,1,0,0
2024-09-26,980336.ZHBK,21.78,-352.8,-17.42,2,1,0,0
2024-09-26,980339.ZHBK,21.43,-359.01,-21.44,2,1,0,0
2024-09-26,980372.ZHBK,20.2,-252.47,-15.15,2,1,0,0
2024-09-26,980376.ZHBK,19.99,-259.93,-20.0,2,0,0,0
2024-09-26,980352.ZHBK,16.93,-423.18,-16.92,2,1,0,0
2024-09-26,980346.ZHBK,16.55,-496.53,-33.1,2,1,0,0
2024-09-26,980476.ZHBK,15.96,-420.28,-26.6,2,1,0,0
2024-09-26,980362.ZHBK,6.31,-366.09,-25.25,2,1,0,0
2024-09-26,980371.ZHBK,6.26,-275.39,-50.07,2,1,0,0
2024-09-26,980750.ZHBK,5.56,-316.82,-16.67,2,1,0,0
2024-09-26,980379.ZHBK,0.0,-602.93,-17.73,2,1,0,0
2024-09-26,980477.ZHBK,0.0,-338.55,0.0,2,1,0,0
2024-09-26,980475.ZHBK,0.0,-386.72,-14.32,2,1,0,0
2024-09-25,980360.ZHBK,594.34,-60.18,90.28,2,1,0,0
2024-09-25,980341.ZHBK,541.67,-141.06,118.49,2,1,0,0
2024-09-25,980335.ZHBK,453.73,-222.58,128.42,2,1,0,0
2024-09-25,980475.ZHBK,358.08,-315.1,85.94,2,1,0,0
2024-09-25,980379.ZHBK,354.67,-372.4,177.34,2,1,0,0
2024-09-25,980351.ZHBK,338.55,-338.54,67.71,2,1,0,0
2024-09-25,980352.ZHBK,338.55,-236.98,67.71,2,1,0,0
2024-09-25,980477.ZHBK,338.55,-361.11,112.85,2,1,0,0
2024-09-25,980364.ZHBK,307.18,-408.16,91.17,2,1,0,0
2024-09-25,980368.ZHBK,288.31,-424.46,96.1,2,1,0,0
2024-09-25,980378.ZHBK,278.56,-403.68,73.0,2,1,0,0
2024-09-25,980373.ZHBK,276.96,-381.76,104.8,2,1,0,0
2024-09-25,980338.ZHBK,276.42,-380.08,80.62,2,1,0,0
2024-09-25,980476.ZHBK,271.32,-425.6,53.2,2,1,0,0
2024-09-25,980345.ZHBK,259.98,-386.45,42.16,2,0,0,0
2024-09-25,980365.ZHBK,259.98,-437.98,63.24,2,1,0,0
2024-09-25,980474.ZHBK,257.33,-416.8,54.37,2,1,0,0
2024-09-25,980374.ZHBK,252.09,-378.13,63.03,2,0,0,0
2024-09-25,980348.ZHBK,244.72,-425.6,63.84,2,0,0,0
2024-09-25,980357.ZHBK,237.55,-447.16,51.7,2,0,0,0
2024-09-25,980353.ZHBK,234.08,-404.32,74.48,2,0,0,0
2024-09-25,980371.ZHBK,231.58,-456.89,56.33,2,1,0,0
2024-09-25,980362.ZHBK,224.07,-467.08,63.12,2,1,0,0
2024-09-25,980756.ZHBK,223.44,-446.88,37.24,2,1,0,0
2024-09-25,980355.ZHBK,223.44,-405.92,67.03,2,0,0,0
2024-09-25,980750.ZHBK,222.33,-494.68,88.93,2,1,0,0
2024-09-25,980343.ZHBK,217.99,-484.42,36.33,2,0,0,0
2024-09-25,980753.ZHBK,216.8,-402.12,64.69,2,0,0,0
2024-09-25,980346.ZHBK,215.16,-446.88,33.1,2,1,0,0
2024-09-25,980366.ZHBK,213.66,-385.37,55.91,2,0,0,0
2024-09-25,980372.ZHBK,207.03,-424.16,58.07,2,1,0,0
2024-09-25,980336.ZHBK,204.71,-500.89,91.47,2,1,0,0
2024-09-25,980339.ZHBK,203.61,-460.82,85.73,2,1,0,0
2024-09-25,980340.ZHBK,186.2,-434.47,-0.0,2,0,0,0
2024-09-25,980376.ZHBK,164.96,-404.89,5.0,2,0,0,0
2024-09-25,980358.ZHBK,164.92,-399.0,31.92,2,1,0,0
2024-09-25,980473.ZHBK,162.66,-487.97,42.81,2,1,0,0
2024-09-25,980363.ZHBK,143.99,-541.23,-29.8,2,1,0,0
2024-09-24,980358.ZHBK,388.36,287.28,202.16,2,1,0,0
2024-09-24,980360.ZHBK,285.88,203.12,203.12,2,1,0,0
2024-09-24,980341.ZHBK,220.05,-0.0,141.06,2,1,0,0
2024-09-24,980335.ZHBK,136.97,-179.78,42.8,2,1,0,0
2024-09-24,980368.ZHBK,136.15,16.02,40.05,2,1,0,0
2024-09-24,980374.ZHBK,120.31,0.0,28.64,2,0,0,0
2024-09-24,980477.ZHBK,112.85,0.0,-22.57,2,1,0,0
2024-09-24,980474.ZHBK,105.11,-1.81,21.75,2,1,0,0
2024-09-24,980378.ZHBK,95.33,14.89,10.42,2,1,0,0
2024-09-24,980364.ZHBK,92.57,-4.21,11.22,2,1,0,0
2024-09-24,980345.ZHBK,87.83,-42.16,17.57,2,0,0,0
2024-09-24,980357.ZHBK,85.24,-75.46,2.79,2,0,0,0
2024-09-24,980352.ZHBK,84.64,-67.71,-33.85,2,1,0,0
2024-09-24,980365.ZHBK,81.97,-42.16,-3.52,2,1,0,0
2024-09-24,980372.ZHBK,80.79,-121.19,-0.0,2,1,0,0
2024-09-24,980338.ZHBK,80.62,-26.88,-3.84,2,1,0,0
2024-09-24,980363.ZHBK,79.45,-163.85,19.87,2,1,0,0
2024-09-24,980371.ZHBK,75.11,-0.0,6.26,2,1,0,0
2024-09-24,980376.ZHBK,74.98,-249.93,-19.99,2,0,0,0
2024-09-24,980353.ZHBK,74.48,-138.32,42.56,2,0,0,0
2024-09-24,980475.ZHBK,71.62,-128.9,42.97,2,1,0,0
2024-09-24,980373.ZHBK,67.37,-119.77,3.74,2,1,0,0
2024-09-24,980343.ZHBK,66.61,-42.39,-48.44,2,0,0,0
2024-09-24,980346.ZHBK,66.2,-8.28,-0.0,2,1,0,0
2024-09-24,980476.ZHBK,63.84,-42.56,-10.64,2,1,0,0
2024-09-24,980362.ZHBK,63.12,-113.61,25.25,2,1,0,0
2024-09-24,980340.ZHBK,62.07,-248.26,0.0,2,0,0,0
2024-09-24,980753.ZHBK,61.19,-183.58,-5.25,2,0,0,0
2024-09-24,980756.ZHBK,59.58,-22.35,-0.0,2,1,0,0
2024-09-24,980336.ZHBK,56.62,-148.09,21.78,2,1,0,0
2024-09-24,980366.ZHBK,55.91,-229.63,-23.96,2,0,0,0
2024-09-24,980750.ZHBK,50.02,-188.98,27.79,2,1,0,0
2024-09-24,980355.ZHBK,44.69,-126.61,-3.72,2,0,0,0
2024-09-24,980339.ZHBK,42.87,-144.67,-16.07,2,1,0,0
2024-09-24,980473.ZHBK,34.24,-77.05,-25.69,2,1,0,0
2024-09-24,980348.ZHBK,31.92,-85.12,-42.56,2,0,0,0
2024-09-24,980379.ZHBK,17.73,-549.74,-0.0,2,1,0,0
2024-09-24,980351.ZHBK,0.0,-135.42,0.0,2,1,0,0
2024-09-23,980343.ZHBK,163.49,102.94,-36.33,2,0,0,0
2024-09-23,980378.ZHBK,119.17,64.05,1.49,2,1,0,0
2024-09-23,980366.ZHBK,91.85,-280.55,-41.93,2,0,0,0
2024-09-23,980376.ZHBK,84.98,-219.94,-14.99,2,0,0,0
2024-09-23,980753.ZHBK,82.17,-243.02,-52.45,2,0,0,0
2024-09-23,980340.ZHBK,62.07,-124.13,-62.06,2,0,0,0
2024-09-23,980335.ZHBK,42.8,-154.1,8.56,2,1,0,0
2024-09-23,980357.ZHBK,40.52,-100.88,-41.93,2,0,0,0
2024-09-23,980364.ZHBK,36.47,1.4,-19.64,2,1,0,0
2024-09-23,980352.ZHBK,33.85,-67.71,16.92,2,1,0,0
2024-09-23,980474.ZHBK,32.62,-23.56,-14.5,2,1,0,0
2024-09-23,980345.ZHBK,31.62,-84.32,-21.08,2,0,0,0
2024-09-23,980362.ZHBK,31.56,-15.78,-12.62,2,1,0,0
2024-09-23,980475.ZHBK,28.65,14.33,-14.32,2,1,0,0
2024-09-23,980365.ZHBK,26.93,-49.19,-31.62,2,1,0,0
2024-09-23,980338.ZHBK,26.87,-99.82,-38.4,2,1,0,0
2024-09-23,980476.ZHBK,26.6,-21.28,-15.96,2,1,0,0
2024-09-23,980355.ZHBK,26.07,-85.65,-44.69,2,0,0,0
2024-09-23,980371.ZHBK,25.04,-18.77,-25.03,2,1,0,0
