categoryCode,blockCode,parent,dataType,industryType,tradeDate,categoryType,num,directionNum,numChange,prePctChangeRate,isTrack,isPpp
000033.BKDL,,,,,2024-10-25,1.0,360.13,,159.99,-0.52,0,0
,885941.DDBK,000033.BKDL,0,0,2024-10-25,,130.07,,39.98,-0.22,0,0
,885929.DDBK,000033.BKDL,0,0,2024-10-25,,130.02,,80.0,-0.53,0,0
,885517.DDBK,000033.BKDL,0,0,2024-10-25,,110.05,,19.98,-0.6,0,0
,885619.DDBK,000033.BKDL,0,0,2024-10-25,,80.03,,60.01,-0.48,0,0
,885427.DDBK,000033.BKDL,0,0,2024-10-25,,70.03,,19.98,-0.76,0,0
,886057.DDBK,000033.BKDL,0,0,2024-10-25,,60.03,,9.98,-0.23,0,0
,886002.DDBK,000033.BKDL,0,0,2024-10-25,,60.02,,50.01,-0.47,0,0
,885946.DDBK,000033.BKDL,0,0,2024-10-25,,40.02,,20.01,-0.21,0,0
,885786.DDBK,000033.BKDL,0,0,2024-10-25,,40.01,,30.0,-0.06,0,0
,885930.DDBK,000033.BKDL,0,0,2024-10-25,,30.02,,-10.02,-0.38,0,0
,886008.DDBK,000033.BKDL,0,0,2024-10-25,,10.01,,-20.0,-0.47,0,0
,886069.DDBK,000033.BKDL,0,0,2024-10-25,,10.0,,10.0,-1.11,0,0
,885537.DDBK,000033.BKDL,0,0,2024-10-25,,10.0,,10.0,-0.35,0,0
000027.BKDL,,,,,2024-10-25,1.0,360.12,,180.04,-0.69,0,0
,885431.DDBK,000027.BKDL,0,0,2024-10-25,,160.07,,50.03,-0.56,0,0
,885997.DDBK,000027.BKDL,0,0,2024-10-25,,110.03,,50.0,-0.63,0,0
,885564.DDBK,000027.BKDL,0,0,2024-10-25,,70.03,,60.03,-1.31,0,0
,885467.DDBK,000027.BKDL,0,0,2024-10-25,,60.01,,-10.01,-0.6,0,0
,885736.DDBK,000027.BKDL,0,0,2024-10-25,,50.02,,30.02,-1.02,0,0
,885545.DDBK,000027.BKDL,0,0,2024-10-25,,50.02,,30.01,-0.45,0,0
,885662.DDBK,000027.BKDL,0,0,2024-10-25,,50.02,,10.02,-1.0,0,0
,885766.DDBK,000027.BKDL,0,0,2024-10-25,,50.01,,40.01,-0.75,0,0
,886067.DDBK,000027.BKDL,0,0,2024-10-25,,50.01,,29.99,-0.85,0,0
,885775.DDBK,000027.BKDL,0,0,2024-10-25,,40.03,,20.02,-0.85,0,0
,885461.DDBK,000027.BKDL,0,0,2024-10-25,,40.01,,9.99,-0.68,0,0
,885945.DDBK,000027.BKDL,0,0,2024-10-25,,30.03,,30.03,0.48,0,0
,886000.DDBK,000027.BKDL,0,0,2024-10-25,,20.01,,10.01,-0.04,0,0
,886035.DDBK,000027.BKDL,0,0,2024-10-25,,20.01,,20.01,-0.94,0,0
,886061.DDBK,000027.BKDL,0,0,2024-10-25,,20.01,,10.01,-0.82,0,0
,886064.DDBK,000027.BKDL,0,0,2024-10-25,,10.01,,10.01,-0.54,0,0
,885861.DDBK,000027.BKDL,0,0,2024-10-25,,10.01,,0.01,-0.65,0,0
,886001.DDBK,000027.BKDL,0,0,2024-10-25,,10.01,,-10.0,-0.77,0,0
,885834.DDBK,000027.BKDL,0,0,2024-10-25,,10.01,,-20.0,-0.38,0,0
,885974.DDBK,000027.BKDL,0,0,2024-10-25,,10.0,,10.0,0.58,0,0
,885886.DDBK,000027.BKDL,0,0,2024-10-25,,10.0,,0.0,-0.89,0,0
,885999.DDBK,000027.BKDL,0,0,2024-10-25,,10.0,,-30.02,-0.17,0,0
,886066.DDBK,000027.BKDL,0,0,2024-10-25,,10.0,,10.0,-0.89,0,0
000006.BKDL,,,,,2024-10-25,1.0,350.18,,240.11,-0.58,0,0
,885806.DDBK,000006.BKDL,0,0,2024-10-25,,310.16,,220.1,-0.6,0,1
,885980.DDBK,000006.BKDL,0,0,2024-10-25,,70.05,,70.05,-0.78,0,0
,885923.DDBK,000006.BKDL,0,0,2024-10-25,,30.01,,20.0,-1.21,0,0
,886059.DDBK,000006.BKDL,0,0,2024-10-25,,30.0,,30.0,-0.97,0,0
,885376.DDBK,000006.BKDL,0,0,2024-10-25,,30.0,,19.99,-0.49,0,0
,886058.DDBK,000006.BKDL,0,0,2024-10-25,,10.01,,10.01,1.18,0,0
,885502.DDBK,000006.BKDL,0,0,2024-10-25,,10.01,,0.01,-0.48,0,0
,885843.DDBK,000006.BKDL,0,0,2024-10-25,,10.0,,10.0,-0.21,0,0
000031.BKDL,,,,,2024-10-25,1.0,340.18,,210.09,-0.15,0,0
,885756.DDBK,000031.BKDL,0,0,2024-10-25,,130.1,,60.04,0.14,0,0
,885362.DDBK,000031.BKDL,0,0,2024-10-25,,120.08,,80.05,-0.44,0,0
,885957.DDBK,000031.BKDL,0,0,2024-10-25,,70.05,,50.03,0.21,0,0
,886009.DDBK,000031.BKDL,0,0,2024-10-25,,60.04,,40.02,0.78,0,0
,886050.DDBK,000031.BKDL,0,0,2024-10-25,,40.03,,20.01,0.37,0,0
,885790.DDBK,000031.BKDL,0,0,2024-10-25,,40.02,,20.01,-0.47,0,0
,885977.DDBK,000031.BKDL,0,0,2024-10-25,,30.0,,20.0,-0.35,0,0
,886033.DDBK,000031.BKDL,0,0,2024-10-25,,30.0,,19.99,0.78,0,0
,885908.DDBK,000031.BKDL,0,0,2024-10-25,,20.02,,10.02,0.2,0,0
,886042.DDBK,000031.BKDL,0,0,2024-10-25,,20.02,,20.02,0.82,0,0
,885925.DDBK,000031.BKDL,0,0,2024-10-25,,10.01,,10.01,0.25,0,0
,885864.DDBK,000031.BKDL,0,0,2024-10-25,,10.0,,10.0,-0.37,0,0
,886049.DDBK,000031.BKDL,0,0,2024-10-25,,10.0,,10.0,-1.28,0,0
,886044.DDBK,000031.BKDL,0,0,2024-10-25,,10.0,,-0.01,-0.02,0,0
000035.BKDL,,,,,2024-10-25,2.0,330.16,,130.0,-0.72,1,0
,885531.DDBK,000035.BKDL,0,0,2024-10-25,,110.06,,19.97,-0.77,1,0
,885710.DDBK,000035.BKDL,0,0,2024-10-25,,110.03,,80.01,-1.08,1,0
,885921.DDBK,000035.BKDL,0,0,2024-10-25,,70.03,,30.0,-0.93,1,0
,885571.DDBK,000035.BKDL,0,0,2024-10-25,,50.02,,30.0,-0.71,1,0
,885920.DDBK,000035.BKDL,0,0,2024-10-25,,40.03,,20.01,-1.02,1,0
,885641.DDBK,000035.BKDL,0,0,2024-10-25,,40.02,,-0.01,-0.82,1,0
,885928.DDBK,000035.BKDL,0,0,2024-10-25,,40.01,,30.0,-1.44,1,0
,886032.DDBK,000035.BKDL,0,0,2024-10-25,,40.01,,40.01,-2.16,1,0
,885789.DDBK,000035.BKDL,0,0,2024-10-25,,40.0,,29.99,-1.27,1,0
,885936.DDBK,000035.BKDL,0,0,2024-10-25,,30.02,,-0.01,-0.7,1,0
,885944.DDBK,000035.BKDL,0,0,2024-10-25,,20.02,,10.01,-1.84,1,0
,886007.DDBK,000035.BKDL,0,0,2024-10-25,,20.01,,-0.01,-1.55,1,0
,885425.DDBK,000035.BKDL,0,0,2024-10-25,,20.0,,9.99,-0.04,1,0
,886004.DDBK,000035.BKDL,0,0,2024-10-25,,10.01,,0.0,-0.95,1,0
,886006.DDBK,000035.BKDL,0,0,2024-10-25,,10.01,,0.0,-1.72,1,0
,885948.DDBK,000035.BKDL,0,0,2024-10-25,,10.01,,-10.0,0.78,1,0
,886053.DDBK,000035.BKDL,0,0,2024-10-25,,10.0,,10.0,-2.98,1,0
,886065.DDBK,000035.BKDL,0,0,2024-10-25,,10.0,,10.0,-0.57,1,0
,885311.DDBK,000035.BKDL,0,0,2024-10-25,,10.0,,-10.02,-0.33,1,0
000038.BKDL,,,,,2024-10-25,2.0,330.14,,160.03,-0.72,1,0
,885694.DDBK,000038.BKDL,0,0,2024-10-25,,330.14,,160.03,-0.69,1,1
,883304.DDBK,000038.BKDL,0,0,2024-10-25,,20.01,,10.0,-0.93,1,0
000003.BKDL,,,,,2024-10-25,1.0,320.19,,190.1,-0.38,0,0
,885976.DDBK,000003.BKDL,0,0,2024-10-25,,160.08,,100.04,-0.39,0,0
,885452.DDBK,000003.BKDL,0,0,2024-10-25,,150.09,,130.09,-0.46,0,0
,885757.DDBK,000003.BKDL,0,0,2024-10-25,,130.09,,80.05,-0.7,0,0
,885887.DDBK,000003.BKDL,0,0,2024-10-25,,120.08,,80.05,-0.34,0,0
,886013.DDBK,000003.BKDL,0,0,2024-10-25,,100.05,,50.02,-0.93,0,0
,886041.DDBK,000003.BKDL,0,0,2024-10-25,,80.03,,50.02,-1.05,0,0
,885942.DDBK,000003.BKDL,0,0,2024-10-25,,60.05,,30.02,-0.81,0,0
,885866.DDBK,000003.BKDL,0,0,2024-10-25,,50.05,,30.03,-0.97,0,0
,885975.DDBK,000003.BKDL,0,0,2024-10-25,,40.04,,30.03,-0.69,0,0
,885842.DDBK,000003.BKDL,0,0,2024-10-25,,20.02,,10.01,-0.0,0,0
,885933.DDBK,000003.BKDL,0,0,2024-10-25,,20.02,,0.0,-0.93,0,0
,885333.DDBK,000003.BKDL,0,0,2024-10-25,,10.01,,-10.01,-0.59,0,0
,885966.DDBK,000003.BKDL,0,0,2024-10-25,,10.01,,-10.01,-1.18,0,0
,886023.DDBK,000003.BKDL,0,0,2024-10-25,,10.0,,10.0,-0.35,0,0
000023.BKDL,,,,,2024-10-25,1.0,320.16,,160.03,-0.28,0,0
,885729.DDBK,000023.BKDL,0,0,2024-10-25,,70.04,,70.04,-0.07,0,0
,885787.DDBK,000023.BKDL,0,0,2024-10-25,,70.03,,70.03,-0.59,0,0
,885869.DDBK,000023.BKDL,0,0,2024-10-25,,50.03,,10.0,-0.57,0,1
,885739.DDBK,000023.BKDL,0,0,2024-10-25,,40.04,,-10.0,0.62,0,0
,885796.DDBK,000023.BKDL,0,0,2024-10-25,,40.01,,20.0,-0.9,0,0
,885802.DDBK,000023.BKDL,0,0,2024-10-25,,30.01,,20.0,1.43,0,0
,886072.DDBK,000023.BKDL,0,0,2024-10-25,,30.0,,19.99,-0.3,0,0
,885873.DDBK,000023.BKDL,0,0,2024-10-25,,20.02,,20.02,-0.73,0,0
,885740.DDBK,000023.BKDL,0,0,2024-10-25,,20.01,,10.01,0.44,0,0
,885932.DDBK,000023.BKDL,0,0,2024-10-25,,20.0,,20.0,0.26,0,0
,885560.DDBK,000023.BKDL,0,0,2024-10-25,,10.01,,0.0,1.15,0,0
000015.BKDL,,,,,2024-10-25,2.0,300.19,,220.14,-0.02,1,0
,885413.DDBK,000015.BKDL,0,0,2024-10-25,,160.09,,140.09,-0.12,1,0
,885456.DDBK,000015.BKDL,0,0,2024-10-25,,60.03,,40.02,-0.4,1,0
,885620.DDBK,000015.BKDL,0,0,2024-10-25,,50.03,,30.02,-0.29,1,0
,885835.DDBK,000015.BKDL,0,0,2024-10-25,,30.01,,20.0,0.41,1,0
,885570.DDBK,000015.BKDL,0,0,2024-10-25,,20.02,,0.0,0.61,1,0
,885623.DDBK,000015.BKDL,0,0,2024-10-25,,10.01,,10.01,-0.43,1,0
,885657.DDBK,000015.BKDL,0,0,2024-10-25,,10.01,,0.0,-0.33,1,0
,885767.DDBK,000015.BKDL,0,0,2024-10-25,,10.01,,10.01,-0.26,1,0
000012.BKDL,,,,,2024-10-25,1.0,300.15,,180.06,-0.35,0,0
,885779.DDBK,000012.BKDL,0,0,2024-10-25,,60.04,,40.02,-0.39,0,0
,885820.DDBK,000012.BKDL,0,0,2024-10-25,,60.02,,40.01,-0.68,0,0
,885603.DDBK,000012.BKDL,0,0,2024-10-25,,40.03,,30.03,-0.79,0,0
,885418.DDBK,000012.BKDL,0,0,2024-10-25,,40.02,,30.02,-0.25,0,0
,885890.DDBK,000012.BKDL,0,0,2024-10-25,,40.02,,10.01,-0.41,0,0
,885497.DDBK,000012.BKDL,0,0,2024-10-25,,40.02,,10.01,0.12,0,0
,885797.DDBK,000012.BKDL,0,0,2024-10-25,,40.02,,20.0,-1.25,0,0
,885816.DDBK,000012.BKDL,0,0,2024-10-25,,40.01,,30.01,-0.57,0,0
,885709.DDBK,000012.BKDL,0,0,2024-10-25,,30.02,,20.01,-0.25,0,0
,885586.DDBK,000012.BKDL,0,0,2024-10-25,,30.01,,9.99,-0.57,0,0
,885480.DDBK,000012.BKDL,0,0,2024-10-25,,30.01,,9.99,-0.53,0,0
,885737.DDBK,000012.BKDL,0,0,2024-10-25,,20.02,,20.02,-0.48,0,0
,885934.DDBK,000012.BKDL,0,0,2024-10-25,,20.01,,-0.01,-0.64,0,0
,885876.DDBK,000012.BKDL,0,0,2024-10-25,,20.0,,10.0,0.13,0,0
,885950.DDBK,000012.BKDL,0,0,2024-10-25,,10.01,,-10.01,-0.21,0,0
,885701.DDBK,000012.BKDL,0,0,2024-10-25,,10.01,,10.01,-1.07,0,0
,885647.DDBK,000012.BKDL,0,0,2024-10-25,,10.01,,10.01,1.11,0,0
,885874.DDBK,000012.BKDL,0,0,2024-10-25,,10.01,,10.01,-1.28,0,0
,885457.DDBK,000012.BKDL,0,0,2024-10-25,,10.01,,10.01,-0.59,0,0
,886014.DDBK,000012.BKDL,0,0,2024-10-25,,10.01,,10.01,-0.53,0,0
,885918.DDBK,000012.BKDL,0,0,2024-10-25,,10.01,,0.01,-0.84,0,0
,885788.DDBK,000012.BKDL,0,0,2024-10-25,,10.0,,10.0,-0.1,0,0
,885772.DDBK,000012.BKDL,0,0,2024-10-25,,10.0,,-10.01,-0.02,0,0
,886046.DDBK,000012.BKDL,0,0,2024-10-25,,10.0,,10.0,-0.43,0,0
,885791.DDBK,000012.BKDL,0,0,2024-10-25,,10.0,,10.0,-0.77,0,0
000004.BKDL,,,,,2024-10-25,2.0,270.12,,120.02,-0.1,1,0
,885521.DDBK,000004.BKDL,0,0,2024-10-25,,150.07,,130.06,-0.05,1,0
,885744.DDBK,000004.BKDL,0,0,2024-10-25,,50.02,,19.99,-0.46,1,0
,885514.DDBK,000004.BKDL,0,0,2024-10-25,,30.01,,-0.02,-0.07,1,0
,885345.DDBK,000004.BKDL,0,0,2024-10-25,,20.01,,-0.01,-0.62,1,0
,885894.DDBK,000004.BKDL,0,0,2024-10-25,,20.0,,-0.01,1.27,1,0
,885617.DDBK,000004.BKDL,0,0,2024-10-25,,10.01,,0.01,-0.01,1,0
,885849.DDBK,000004.BKDL,0,0,2024-10-25,,10.01,,-10.0,0.55,1,0
,885827.DDBK,000004.BKDL,0,0,2024-10-25,,10.0,,10.0,0.35,1,0
000017.BKDL,,,,,2024-10-25,2.0,260.15,,130.06,-0.26,1,0
,886021.DDBK,000017.BKDL,0,0,2024-10-25,,260.15,,130.06,-0.26,1,1
,885697.DDBK,000017.BKDL,0,0,2024-10-25,,60.03,,50.03,0.63,1,0
,885595.DDBK,000017.BKDL,0,0,2024-10-25,,50.05,,0.01,-0.83,1,0
000010.BKDL,,,,,2024-10-25,2.0,240.15,,80.03,-0.11,1,0
,885420.DDBK,000010.BKDL,0,0,2024-10-25,,100.06,,30.01,0.1,1,0
,885705.DDBK,000010.BKDL,0,0,2024-10-25,,70.05,,0.0,-0.11,1,0
,885784.DDBK,000010.BKDL,0,0,2024-10-25,,60.03,,40.01,0.24,1,0
,885951.DDBK,000010.BKDL,0,0,2024-10-25,,20.02,,10.01,-0.0,1,0
,885406.DDBK,000010.BKDL,0,0,2024-10-25,,20.02,,10.01,-0.05,1,0
,885543.DDBK,000010.BKDL,0,0,2024-10-25,,20.01,,20.01,-0.21,1,0
,885768.DDBK,000010.BKDL,0,0,2024-10-25,,10.01,,10.01,-0.32,1,0
,885990.DDBK,000010.BKDL,0,0,2024-10-25,,10.01,,0.0,0.27,1,0
,885851.DDBK,000010.BKDL,0,0,2024-10-25,,10.0,,10.0,-0.11,1,0
,885988.DDBK,000010.BKDL,0,0,2024-10-25,,10.0,,-20.02,-0.1,1,0
,885899.DDBK,000010.BKDL,0,0,2024-10-25,,10.0,,10.0,-0.69,1,0
000007.BKDL,,,,,2024-10-25,2.0,220.13,,120.04,-0.15,1,0
,885991.DDBK,000007.BKDL,0,0,2024-10-25,,90.04,,70.02,-0.4,1,0
,885915.DDBK,000007.BKDL,0,0,2024-10-25,,80.07,,40.04,0.65,1,0
,885478.DDBK,000007.BKDL,0,0,2024-10-25,,60.03,,40.01,-0.03,1,0
,885760.DDBK,000007.BKDL,0,0,2024-10-25,,40.03,,10.0,-0.25,1,0
,885758.DDBK,000007.BKDL,0,0,2024-10-25,,10.01,,10.01,-0.09,1,0
,885750.DDBK,000007.BKDL,0,0,2024-10-25,,10.0,,10.0,0.48,1,0
,885386.DDBK,000007.BKDL,0,0,2024-10-25,,10.0,,10.0,-0.67,1,0
,885984.DDBK,000007.BKDL,0,0,2024-10-25,,10.0,,-0.01,0.05,1,0
000011.BKDL,,,,,2024-10-25,2.0,220.12,,110.04,-0.49,1,0
,885690.DDBK,000011.BKDL,0,0,2024-10-25,,100.08,,60.04,-0.03,1,0
,885412.DDBK,000011.BKDL,0,0,2024-10-25,,70.04,,40.02,-0.37,1,0
,885563.DDBK,000011.BKDL,0,0,2024-10-25,,50.02,,30.0,-0.44,1,0
,885919.DDBK,000011.BKDL,0,0,2024-10-25,,30.02,,-0.01,-0.66,1,0
,885555.DDBK,000011.BKDL,0,0,2024-10-25,,30.02,,20.01,0.14,1,0
,885854.DDBK,000011.BKDL,0,0,2024-10-25,,20.02,,10.01,-0.17,1,0
,885410.DDBK,000011.BKDL,0,0,2024-10-25,,20.01,,20.01,-0.19,1,0
,885823.DDBK,000011.BKDL,0,0,2024-10-25,,20.01,,10.01,-0.91,1,0
000016.BKDL,,,,,2024-10-25,1.0,220.12,,170.09,-0.65,0,0
,885378.DDBK,000016.BKDL,0,0,2024-10-25,,110.06,,90.05,-0.74,0,0
,885568.DDBK,000016.BKDL,0,0,2024-10-25,,90.05,,70.04,-0.91,0,0
,885956.DDBK,000016.BKDL,0,0,2024-10-25,,90.05,,60.03,-0.59,0,0
,885459.DDBK,000016.BKDL,0,0,2024-10-25,,80.07,,50.05,-0.4,0,0
,886017.DDBK,000016.BKDL,0,0,2024-10-25,,30.02,,30.02,-1.23,0,0
,885730.DDBK,000016.BKDL,0,0,2024-10-25,,10.01,,0.01,-0.32,0,0
,885881.DDBK,000016.BKDL,0,0,2024-10-25,,10.01,,10.01,-0.7,0,0
,886039.DDBK,000016.BKDL,0,0,2024-10-25,,10.0,,10.0,-0.72,0,0
,885844.DDBK,000016.BKDL,0,0,2024-10-25,,10.0,,-0.01,-0.59,0,0
000025.BKDL,,,,,2024-10-25,1.0,220.09,,150.04,-0.61,0,0
,885556.DDBK,000025.BKDL,0,0,2024-10-25,,120.05,,80.02,-0.3,0,0
,885783.DDBK,000025.BKDL,0,0,2024-10-25,,70.03,,60.02,-0.53,0,0
,885312.DDBK,000025.BKDL,0,0,2024-10-25,,30.02,,10.01,-0.54,0,0
,885574.DDBK,000025.BKDL,0,0,2024-10-25,,30.02,,20.02,-1.53,0,0
,885868.DDBK,000025.BKDL,0,0,2024-10-25,,10.0,,10.0,-0.52,0,0
000029.BKDL,,,,,2024-10-25,1.0,190.06,,140.03,-0.0,0,0
,885675.DDBK,000029.BKDL,0,0,2024-10-25,,70.04,,50.03,0.21,0,0
,885800.DDBK,000029.BKDL,0,0,2024-10-25,,70.02,,50.0,-0.02,0,0
,885959.DDBK,000029.BKDL,0,0,2024-10-25,,40.0,,40.0,-0.16,0,0
,885875.DDBK,000029.BKDL,0,0,2024-10-25,,30.02,,30.02,-0.17,0,0
,885809.DDBK,000029.BKDL,0,0,2024-10-25,,20.01,,20.01,0.01,0,0
,885987.DDBK,000029.BKDL,0,0,2024-10-25,,20.01,,20.01,-0.52,0,0
,885738.DDBK,000029.BKDL,0,0,2024-10-25,,20.0,,10.0,0.15,0,0
,885774.DDBK,000029.BKDL,0,0,2024-10-25,,10.0,,10.0,-0.75,0,0
,886020.DDBK,000029.BKDL,0,0,2024-10-25,,10.0,,10.0,0.27,0,0
000026.BKDL,,,,,2024-10-25,2.0,180.09,,20.0,-0.1,1,0
,885840.DDBK,000026.BKDL,0,0,2024-10-25,,70.02,,-20.02,-0.04,1,0
,885611.DDBK,000026.BKDL,0,0,2024-10-25,,60.04,,50.03,-0.8,1,0
,885642.DDBK,000026.BKDL,0,0,2024-10-25,,30.02,,-10.0,0.19,1,0
,885965.DDBK,000026.BKDL,0,0,2024-10-25,,20.01,,0.0,-0.05,1,0
000009.BKDL,,,,,2024-10-25,2.0,150.07,,29.98,0.11,1,0
,885539.DDBK,000009.BKDL,0,0,2024-10-25,,50.02,,20.0,0.05,1,0
,885880.DDBK,000009.BKDL,0,0,2024-10-25,,40.01,,9.98,-0.34,1,0
,885765.DDBK,000009.BKDL,0,0,2024-10-25,,30.02,,30.02,-0.18,1,0
,885402.DDBK,000009.BKDL,0,0,2024-10-25,,30.01,,9.99,-0.22,1,0
,885981.DDBK,000009.BKDL,0,0,2024-10-25,,20.01,,20.01,-0.22,1,0
,885993.DDBK,000009.BKDL,0,0,2024-10-25,,20.01,,20.01,-0.66,1,0
,885403.DDBK,000009.BKDL,0,0,2024-10-25,,10.01,,-10.01,0.71,1,0
,885856.DDBK,000009.BKDL,0,0,2024-10-25,,10.01,,0.0,0.86,1,0
,886024.DDBK,000009.BKDL,0,0,2024-10-25,,10.01,,10.01,1.08,1,0
,885703.DDBK,000009.BKDL,0,0,2024-10-25,,10.01,,10.01,0.3,1,0
,885947.DDBK,000009.BKDL,0,0,2024-10-25,,10.01,,10.01,1.02,1,0
,885983.DDBK,000009.BKDL,0,0,2024-10-25,,10.01,,10.01,-0.29,1,0
,885985.DDBK,000009.BKDL,0,0,2024-10-25,,10.0,,10.0,0.76,1,0
,885917.DDBK,000009.BKDL,0,0,2024-10-25,,10.0,,-0.01,0.12,1,0
,885994.DDBK,000009.BKDL,0,0,2024-10-25,,10.0,,-0.01,0.59,1,0
,885913.DDBK,000009.BKDL,0,0,2024-10-25,,10.0,,-10.0,0.54,1,0
,885578.DDBK,000009.BKDL,0,0,2024-10-25,,10.0,,-0.01,0.36,1,0
000037.BKDL,,,,,2024-10-25,2.0,140.06,,70.02,-0.67,1,0
,885520.DDBK,000037.BKDL,0,0,2024-10-25,,120.04,,90.02,-0.58,1,1
,883303.DDBK,000037.BKDL,0,0,2024-10-25,,20.01,,10.0,-0.68,1,0
,885663.DDBK,000037.BKDL,0,0,2024-10-25,,10.01,,0.01,-0.57,1,0
,885745.DDBK,000037.BKDL,0,0,2024-10-25,,10.01,,-10.0,-1.08,1,0
000034.BKDL,,,,,2024-10-25,1.0,140.06,,70.0,-0.67,0,0
,885728.DDBK,000034.BKDL,0,0,2024-10-25,,120.06,,70.02,-0.74,0,0
,886019.DDBK,000034.BKDL,0,0,2024-10-25,,40.01,,19.99,-0.84,0,0
,886031.DDBK,000034.BKDL,0,0,2024-10-25,,10.0,,-10.02,-0.45,0,0
,886062.DDBK,000034.BKDL,0,0,2024-10-25,,10.0,,10.0,-1.23,0,0
000014.BKDL,,,,,2024-10-25,1.0,120.07,,80.04,-0.48,0,0
,885785.DDBK,000014.BKDL,0,0,2024-10-25,,40.02,,20.01,-0.41,0,0
,885759.DDBK,000014.BKDL,0,0,2024-10-25,,30.02,,20.01,-0.82,0,0
,886036.DDBK,000014.BKDL,0,0,2024-10-25,,20.01,,10.0,-0.99,0,0
,886047.DDBK,000014.BKDL,0,0,2024-10-25,,10.01,,10.01,-0.8,0,0
,885454.DDBK,000014.BKDL,0,0,2024-10-25,,10.01,,10.01,-0.2,0,0
,885771.DDBK,000014.BKDL,0,0,2024-10-25,,10.0,,10.0,-0.68,0,0
000028.BKDL,,,,,2024-10-25,2.0,110.08,,-0.01,1.25,1,0
,885699.DDBK,000028.BKDL,0,0,2024-10-25,,110.08,,-0.01,1.25,1,1
000018.BKDL,,,,,2024-10-25,2.0,110.06,,-10.03,-0.46,1,0
,885494.DDBK,000018.BKDL,0,0,2024-10-25,,80.04,,9.98,-0.51,1,0
,885733.DDBK,000018.BKDL,0,0,2024-10-25,,20.02,,10.01,-0.5,1,0
,885964.DDBK,000018.BKDL,0,0,2024-10-25,,20.01,,10.0,-0.05,1,0
,885770.DDBK,000018.BKDL,0,0,2024-10-25,,10.01,,-10.0,-0.09,1,0
,885562.DDBK,000018.BKDL,0,0,2024-10-25,,10.0,,-10.01,-0.58,1,0
,885500.DDBK,000018.BKDL,0,0,2024-10-25,,10.0,,10.0,-1.14,1,0
000008.BKDL,,,,,2024-10-25,2.0,110.03,,90.01,-0.37,1,0
,885423.DDBK,000008.BKDL,0,0,2024-10-25,,60.03,,50.02,-0.53,1,0
,885433.DDBK,000008.BKDL,0,0,2024-10-25,,20.01,,10.0,0.21,1,0
,885398.DDBK,000008.BKDL,0,0,2024-10-25,,20.0,,20.0,-0.36,1,0
,885572.DDBK,000008.BKDL,0,0,2024-10-25,,20.0,,20.0,-0.59,1,0
,885692.DDBK,000008.BKDL,0,0,2024-10-25,,10.0,,10.0,-0.55,1,0
000032.BKDL,,,,,2024-10-25,1.0,100.04,,40.0,-0.35,0,0
,885598.DDBK,000032.BKDL,0,0,2024-10-25,,100.04,,40.0,-0.35,0,1
,885905.DDBK,000032.BKDL,0,0,2024-10-25,,90.04,,30.0,-0.34,0,1
,885906.DDBK,000032.BKDL,0,0,2024-10-25,,10.0,,10.0,0.03,0,1
,885907.DDBK,000032.BKDL,0,0,2024-10-25,,10.0,,10.0,-0.52,0,0
000001.BKDL,,,,,2024-10-25,2.0,100.04,,60.0,-0.82,1,0
,885355.DDBK,000001.BKDL,0,0,2024-10-25,,70.03,,60.02,-0.48,1,0
,885530.DDBK,000001.BKDL,0,0,2024-10-25,,30.01,,9.99,-0.93,1,0
,885552.DDBK,000001.BKDL,0,0,2024-10-25,,20.02,,10.01,-1.14,1,0
000036.BKDL,,,,,2024-10-25,1.0,90.03,,50.0,-0.78,0,0
,885544.DDBK,000036.BKDL,0,0,2024-10-25,,90.03,,50.0,-0.75,0,0
000019.BKDL,,,,,2024-10-25,1.0,90.03,,60.01,-0.3,0,0
,885963.DDBK,000019.BKDL,0,0,2024-10-25,,40.01,,40.01,-0.54,0,0
,885753.DDBK,000019.BKDL,0,0,2024-10-25,,20.01,,10.01,0.16,0,0
,885522.DDBK,000019.BKDL,0,0,2024-10-25,,20.01,,20.01,0.04,0,0
,886012.DDBK,000019.BKDL,0,0,2024-10-25,,10.0,,-0.01,0.02,0,0
000013.BKDL,,,,,2024-10-25,2.0,80.04,,20.0,-0.97,1,0
,885700.DDBK,000013.BKDL,0,0,2024-10-25,,70.04,,20.01,-1.11,1,0
,885743.DDBK,000013.BKDL,0,0,2024-10-25,,30.01,,30.01,-1.28,1,0
,886076.DDBK,000013.BKDL,0,0,2024-10-25,,20.02,,20.02,-1.7,1,0
,885884.DDBK,000013.BKDL,0,0,2024-10-25,,10.0,,10.0,-1.34,1,0
000024.BKDL,,,,,2024-10-25,2.0,70.03,,-0.02,-0.38,1,0
,885812.DDBK,000024.BKDL,0,0,2024-10-25,,30.01,,-0.01,0.55,1,0
,885995.DDBK,000024.BKDL,0,0,2024-10-25,,20.01,,-10.02,-0.6,1,0
,885505.DDBK,000024.BKDL,0,0,2024-10-25,,20.0,,-0.02,-0.4,1,0
,885573.DDBK,000024.BKDL,0,0,2024-10-25,,10.01,,10.01,-0.31,1,0
,885967.DDBK,000024.BKDL,0,0,2024-10-25,,10.01,,0.0,-0.53,1,0
,885962.DDBK,000024.BKDL,0,0,2024-10-25,,10.01,,0.0,-0.62,1,0
,885839.DDBK,000024.BKDL,0,0,2024-10-25,,10.01,,0.0,1.39,1,0
