categoryCode,blockCode,parent,dataType,industryType,tradeDate,categoryType,num,directionNum,numChange,prePctChangeRate,isTrack,isPpp
,885425.DDBK,000035.BKDL,0,0,20240807,,30.04,,20.03,1.44,1,0
,885641.DDBK,000035.BKDL,0,0,20240807,,30.04,,0.02,1.77,1,0
,885311.DDBK,000035.BKDL,0,0,20240807,,20.03,,0.03,2.0,1,0
,885920.DDBK,000035.BKDL,0,0,20240807,,20.03,,20.03,2.05,1,0
,885936.DDBK,000035.BKDL,0,0,20240807,,20.03,,20.03,1.57,1,0
,886007.DDBK,000035.BKDL,0,0,20240807,,20.02,,10.01,3.67,1,0
,885819.DDBK,000035.BKDL,0,0,20240807,,10.02,,10.02,1.76,1,0
,885948.DDBK,000035.BKDL,0,0,20240807,,10.02,,10.02,1.44,1,0
,886004.DDBK,000035.BKDL,0,0,20240807,,10.02,,10.02,2.16,1,0
,885571.DDBK,000035.BKDL,0,0,20240807,,10.01,,0.01,1.59,1,0
,885789.DDBK,000035.BKDL,0,0,20240807,,10.01,,-10.01,1.74,1,0
,885878.DDBK,000035.BKDL,0,0,20240807,,10.01,,0.0,3.96,1,0
000010.BKDL,,,,,20240807,2.0,90.09,,-9.98,1.78,1,0
,885420.DDBK,000010.BKDL,0,0,20240807,,30.03,,10.02,2.04,1,0
,885705.DDBK,000010.BKDL,0,0,20240807,,30.03,,-30.02,1.88,1,0
,885784.DDBK,000010.BKDL,0,0,20240807,,30.03,,10.02,2.16,1,0
,885911.DDBK,000010.BKDL,0,0,20240807,,20.02,,20.02,2.74,1,0
,885951.DDBK,000010.BKDL,0,0,20240807,,20.02,,10.01,2.02,1,0
,885462.DDBK,000010.BKDL,0,0,20240807,,10.01,,10.01,2.47,1,0
,885780.DDBK,000010.BKDL,0,0,20240807,,10.01,,10.01,2.52,1,0
000031.BKDL,,,,,20240807,1.0,90.09,,-49.99,1.78,0,0
,885756.DDBK,000031.BKDL,0,0,20240807,,30.03,,-40.0,1.62,0,0
,886033.DDBK,000031.BKDL,0,0,20240807,,30.03,,20.02,1.82,0,0
,886073.DDBK,000031.BKDL,0,0,20240807,,20.02,,10.02,2.07,0,0
,885790.DDBK,000031.BKDL,0,0,20240807,,10.01,,-10.0,1.68,0,0
,885957.DDBK,000031.BKDL,0,0,20240807,,10.01,,-10.0,1.97,0,0
,886048.DDBK,000031.BKDL,0,0,20240807,,10.01,,10.01,1.85,0,0
,886049.DDBK,000031.BKDL,0,0,20240807,,10.01,,0.0,2.01,0,0
000004.BKDL,,,,,20240807,2.0,80.09,,-40.0,1.74,1,0
,885617.DDBK,000004.BKDL,0,0,20240807,,20.03,,0.02,2.16,1,0
,885521.DDBK,000004.BKDL,0,0,20240807,,20.02,,-20.02,1.62,1,0
,885827.DDBK,000004.BKDL,0,0,20240807,,20.02,,10.01,2.79,1,0
,885472.DDBK,000004.BKDL,0,0,20240807,,10.01,,10.01,1.26,1,0
,885832.DDBK,000004.BKDL,0,0,20240807,,10.01,,0.01,1.46,1,0
,885924.DDBK,000004.BKDL,0,0,20240807,,10.01,,0.0,2.02,1,0
000012.BKDL,,,,,20240807,1.0,70.08,,-80.01,1.9,0,0
,885709.DDBK,000012.BKDL,0,0,20240807,,20.02,,-19.99,1.91,0,0
,885788.DDBK,000012.BKDL,0,0,20240807,,20.02,,10.02,2.22,0,0
,885890.DDBK,000012.BKDL,0,0,20240807,,20.02,,0.0,2.38,0,0
,885480.DDBK,000012.BKDL,0,0,20240807,,10.01,,-30.02,2.79,0,0
,885497.DDBK,000012.BKDL,0,0,20240807,,10.01,,0.0,1.56,0,0
,885586.DDBK,000012.BKDL,0,0,20240807,,10.01,,-30.02,2.86,0,0
,885779.DDBK,000012.BKDL,0,0,20240807,,10.01,,-40.03,2.03,0,0
,885918.DDBK,000012.BKDL,0,0,20240807,,10.01,,0.0,2.46,0,0
,886046.DDBK,000012.BKDL,0,0,20240807,,10.01,,10.01,1.87,0,0
000006.BKDL,,,,,20240807,1.0,70.07,,-50.03,1.69,0,0
,885806.DDBK,000006.BKDL,0,0,20240807,,70.07,,-40.02,1.74,0,1
,885376.DDBK,000006.BKDL,0,0,20240807,,20.02,,20.02,1.57,0,0
,885923.DDBK,000006.BKDL,0,0,20240807,,10.01,,10.01,1.81,0,0
,885980.DDBK,000006.BKDL,0,0,20240807,,10.01,,10.01,1.84,0,0
000026.BKDL,,,,,20240807,2.0,60.07,,20.05,1.82,1,0
,885840.DDBK,000026.BKDL,0,0,20240807,,50.06,,20.04,1.78,1,0
,885965.DDBK,000026.BKDL,0,0,20240807,,10.01,,10.01,1.69,1,0
000009.BKDL,,,,,20240807,2.0,60.07,,-9.99,2.43,1,0
,886015.DDBK,000009.BKDL,0,0,20240807,,40.05,,10.02,3.25,1,0
,885879.DDBK,000009.BKDL,0,0,20240807,,40.04,,30.03,3.32,1,0
,885403.DDBK,000009.BKDL,0,0,20240807,,30.03,,0.01,3.23,1,0
,885508.DDBK,000009.BKDL,0,0,20240807,,20.02,,10.01,4.0,1,0
,885539.DDBK,000009.BKDL,0,0,20240807,,20.02,,20.02,2.64,1,0
,885856.DDBK,000009.BKDL,0,0,20240807,,20.02,,10.01,3.14,1,0
,885880.DDBK,000009.BKDL,0,0,20240807,,20.02,,10.01,2.06,1,0
,885954.DDBK,000009.BKDL,0,0,20240807,,20.02,,20.02,3.54,1,0
,885769.DDBK,000009.BKDL,0,0,20240807,,10.02,,0.01,4.07,1,0
,885578.DDBK,000009.BKDL,0,0,20240807,,10.01,,10.01,2.89,1,0
,885661.DDBK,000009.BKDL,0,0,20240807,,10.01,,0.0,2.17,1,0
,885703.DDBK,000009.BKDL,0,0,20240807,,10.01,,10.01,2.38,1,0
,885765.DDBK,000009.BKDL,0,0,20240807,,10.01,,0.0,2.29,1,0
,885838.DDBK,000009.BKDL,0,0,20240807,,10.01,,10.01,2.72,1,0
,885913.DDBK,000009.BKDL,0,0,20240807,,10.01,,10.01,2.67,1,0
000013.BKDL,,,,,20240807,2.0,50.06,,-60.0,2.01,1,0
,885700.DDBK,000013.BKDL,0,0,20240807,,50.05,,-50.01,2.02,1,0
,885743.DDBK,000013.BKDL,0,0,20240807,,30.03,,-20.0,2.17,1,0
,885566.DDBK,000013.BKDL,0,0,20240807,,20.03,,-19.98,2.45,1,0
,886030.DDBK,000013.BKDL,0,0,20240807,,20.02,,10.02,1.83,1,0
,886076.DDBK,000013.BKDL,0,0,20240807,,20.02,,-9.99,2.15,1,0
000015.BKDL,,,,,20240807,2.0,40.05,,-9.99,1.28,1,0
,885456.DDBK,000015.BKDL,0,0,20240807,,10.02,,-20.0,1.18,1,0
,885620.DDBK,000015.BKDL,0,0,20240807,,10.02,,0.01,0.61,1,0
,885623.DDBK,000015.BKDL,0,0,20240807,,10.01,,10.01,0.87,1,0
,885835.DDBK,000015.BKDL,0,0,20240807,,10.01,,-10.01,0.97,1,0
000016.BKDL,,,,,20240807,1.0,40.05,,-80.03,1.84,0,0
,885378.DDBK,000016.BKDL,0,0,20240807,,30.03,,-30.01,1.71,0,0
,885459.DDBK,000016.BKDL,0,0,20240807,,20.03,,10.02,1.57,0,0
,885568.DDBK,000016.BKDL,0,0,20240807,,20.03,,-29.99,1.77,0,0
,885730.DDBK,000016.BKDL,0,0,20240807,,10.01,,-10.01,1.94,0,0
,885956.DDBK,000016.BKDL,0,0,20240807,,10.01,,-20.01,1.79,0,0
000011.BKDL,,,,,20240807,2.0,40.04,,-20.02,1.62,1,0
,885563.DDBK,000011.BKDL,0,0,20240807,,30.03,,10.01,1.89,1,0
,885410.DDBK,000011.BKDL,0,0,20240807,,10.01,,10.01,1.13,1,0
,885690.DDBK,000011.BKDL,0,0,20240807,,10.01,,10.01,0.93,1,0
,885823.DDBK,000011.BKDL,0,0,20240807,,10.01,,-10.01,1.4,1,0
000018.BKDL,,,,,20240807,2.0,30.04,,-70.02,1.43,1,0
,885494.DDBK,000018.BKDL,0,0,20240807,,20.02,,-10.0,1.38,1,0
,885500.DDBK,000018.BKDL,0,0,20240807,,10.02,,-30.0,1.25,1,0
000034.BKDL,,,,,20240807,1.0,30.04,,-80.04,2.02,0,0
,885728.DDBK,000034.BKDL,0,0,20240807,,20.03,,-60.03,2.02,0,0
,886062.DDBK,000034.BKDL,0,0,20240807,,10.01,,-20.02,2.15,0,0
000007.BKDL,,,,,20240807,2.0,30.04,,-10.0,1.54,1,0
,885991.DDBK,000007.BKDL,0,0,20240807,,20.02,,-10.01,1.78,1,0
,885915.DDBK,000007.BKDL,0,0,20240807,,10.02,,10.02,1.69,1,0
,885386.DDBK,000007.BKDL,0,0,20240807,,10.01,,10.01,2.28,1,0
,885760.DDBK,000007.BKDL,0,0,20240807,,10.01,,10.01,1.72,1,0
,885984.DDBK,000007.BKDL,0,0,20240807,,10.01,,10.01,1.66,1,0
000032.BKDL,,,,,20240807,1.0,30.03,,-60.02,2.03,0,0
,885598.DDBK,000032.BKDL,0,0,20240807,,30.03,,-60.02,2.03,0,0
,885905.DDBK,000032.BKDL,0,0,20240807,,30.03,,-60.02,2.01,0,0
000014.BKDL,,,,,20240807,1.0,30.03,,-20.0,1.74,0,0
,885785.DDBK,000014.BKDL,0,0,20240807,,20.02,,10.02,1.45,0,0
,886036.DDBK,000014.BKDL,0,0,20240807,,10.01,,-20.02,2.5,0,0
000028.BKDL,,,,,20240807,2.0,30.03,,-10.01,0.26,1,0
,885699.DDBK,000028.BKDL,0,0,20240807,,30.03,,-10.01,0.26,1,1
000017.BKDL,,,,,20240807,2.0,30.03,,-60.03,1.44,1,0
,886021.DDBK,000017.BKDL,0,0,20240807,,30.03,,-60.03,1.46,1,1
,885493.DDBK,000017.BKDL,0,0,20240807,,10.01,,10.01,0.68,1,0
000022.BKDL,,,,,20240807,2.0,20.03,,-29.98,1.86,1,0
,885882.DDBK,000022.BKDL,0,0,20240807,,10.02,,0.02,2.07,1,0
,885650.DDBK,000022.BKDL,0,0,20240807,,10.01,,-10.0,1.75,1,0
000021.BKDL,,,,,20240807,2.0,20.02,,0.0,2.59,1,0
,885909.DDBK,000021.BKDL,0,0,20240807,,20.02,,0.0,3.16,1,0
000008.BKDL,,,,,20240807,2.0,20.02,,-40.02,1.52,1,0
,885423.DDBK,000008.BKDL,0,0,20240807,,10.01,,-9.99,1.76,1,0
,885914.DDBK,000008.BKDL,0,0,20240807,,10.01,,0.0,1.49,1,0
000019.BKDL,,,,,20240807,1.0,20.02,,0.0,1.74,0,0
,885753.DDBK,000019.BKDL,0,0,20240807,,10.01,,10.01,-2.47,0,0
,885895.DDBK,000019.BKDL,0,0,20240807,,10.01,,10.01,0.44,0,0
000024.BKDL,,,,,20240807,2.0,20.02,,-20.02,1.78,1,0
,885706.DDBK,000024.BKDL,0,0,20240807,,10.01,,-10.01,1.42,1,0
,885995.DDBK,000024.BKDL,0,0,20240807,,10.01,,0.0,1.74,1,0
000029.BKDL,,,,,20240807,1.0,10.01,,-30.01,1.6,0,0
,885800.DDBK,000029.BKDL,0,0,20240807,,20.02,,0.02,1.53,1,0
,885675.DDBK,000029.BKDL,0,0,20240807,,10.01,,-10.0,1.55,0,0
000027.BKDL,,,,,20240806,1.0,240.16,,130.03,-3.53,0,0
,885431.DDBK,000027.BKDL,0,0,20240806,,90.07,,70.05,-3.6,0,0
,886067.DDBK,000027.BKDL,0,0,20240806,,80.06,,30.0,-3.52,0,0
,885545.DDBK,000027.BKDL,0,0,20240806,,70.04,,50.02,-4.68,0,0
,885997.DDBK,000027.BKDL,0,0,20240806,,50.04,,30.02,-3.8,0,0
,885564.DDBK,000027.BKDL,0,0,20240806,,40.03,,10.0,-3.66,0,0
,885766.DDBK,000027.BKDL,0,0,20240806,,40.03,,-0.01,-3.95,0,0
,885736.DDBK,000027.BKDL,0,0,20240806,,30.03,,0.0,-4.38,0,0
,885461.DDBK,000027.BKDL,0,0,20240806,,30.01,,19.99,-3.5,0,0
,885945.DDBK,000027.BKDL,0,0,20240806,,30.01,,30.01,-4.99,0,0
,885662.DDBK,000027.BKDL,0,0,20240806,,20.02,,-10.01,-3.97,0,0
,885775.DDBK,000027.BKDL,0,0,20240806,,20.02,,20.02,-3.36,0,0
,886035.DDBK,000027.BKDL,0,0,20240806,,20.01,,10.0,-5.03,0,0
,886066.DDBK,000027.BKDL,0,0,20240806,,20.01,,20.01,-3.81,0,0
,885467.DDBK,000027.BKDL,0,0,20240806,,10.01,,10.01,-3.47,0,0
,885871.DDBK,000027.BKDL,0,0,20240806,,10.01,,0.0,-3.52,0,0
,885974.DDBK,000027.BKDL,0,0,20240806,,10.01,,10.01,-2.45,0,0
,885999.DDBK,000027.BKDL,0,0,20240806,,10.01,,0.0,-3.52,0,0
,886061.DDBK,000027.BKDL,0,0,20240806,,10.01,,10.01,-3.69,0,0
,886001.DDBK,000027.BKDL,0,0,20240806,,10.0,,10.0,-3.97,0,0
000033.BKDL,,,,,20240806,1.0,180.1,,120.03,-3.37,0,0
,885517.DDBK,000033.BKDL,0,0,20240806,,90.06,,70.04,-3.45,0,0
,885941.DDBK,000033.BKDL,0,0,20240806,,80.05,,60.02,-3.14,0,0
,885929.DDBK,000033.BKDL,0,0,20240806,,80.04,,70.03,-3.58,0,0
,885619.DDBK,000033.BKDL,0,0,20240806,,40.04,,40.04,-3.26,0,0
,886057.DDBK,000033.BKDL,0,0,20240806,,30.02,,10.0,-3.68,0,0
,885427.DDBK,000033.BKDL,0,0,20240806,,20.01,,20.01,-3.35,0,0
,885930.DDBK,000033.BKDL,0,0,20240806,,10.01,,10.01,-3.38,0,0
,886008.DDBK,000033.BKDL,0,0,20240806,,10.01,,10.01,-3.24,0,0
,886069.DDBK,000033.BKDL,0,0,20240806,,10.01,,10.01,-2.65,0,0
,885946.DDBK,000033.BKDL,0,0,20240806,,10.0,,-10.02,-3.53,0,0
000038.BKDL,,,,,20240806,2.0,160.12,,90.04,-2.3,1,0
,885694.DDBK,000038.BKDL,0,0,20240806,,130.1,,60.02,-2.41,1,1
,883304.DDBK,000038.BKDL,0,0,20240806,,40.03,,30.02,-1.83,1,0
000012.BKDL,,,,,20240806,1.0,150.09,,-20.11,-2.33,0,0
,885779.DDBK,000012.BKDL,0,0,20240806,,50.04,,-0.01,-2.04,0,0
,885480.DDBK,000012.BKDL,0,0,20240806,,40.03,,-0.02,-1.32,0,0
,885586.DDBK,000012.BKDL,0,0,20240806,,40.03,,30.01,-1.13,0,0
,885709.DDBK,000012.BKDL,0,0,20240806,,40.01,,30.0,-3.26,0,0
,885820.DDBK,000012.BKDL,0,0,20240806,,30.02,,-0.01,-3.13,0,0
,885797.DDBK,000012.BKDL,0,0,20240806,,20.02,,-30.03,-3.27,0,0
,885890.DDBK,000012.BKDL,0,0,20240806,,20.02,,10.01,-2.02,0,0
,885950.DDBK,000012.BKDL,0,0,20240806,,20.02,,20.02,-2.26,0,0
,885497.DDBK,000012.BKDL,0,0,20240806,,10.01,,-10.02,0.51,0,0
,885772.DDBK,000012.BKDL,0,0,20240806,,10.01,,10.01,-3.69,0,0
,885918.DDBK,000012.BKDL,0,0,20240806,,10.01,,10.01,-2.64,0,0
,885788.DDBK,000012.BKDL,0,0,20240806,,10.0,,-10.02,-0.9,0,0
,885816.DDBK,000012.BKDL,0,0,20240806,,10.0,,-10.02,-3.38,0,0
000031.BKDL,,,,,20240806,1.0,140.08,,80.02,-3.99,0,0
,885756.DDBK,000031.BKDL,0,0,20240806,,70.03,,40.0,-4.37,0,0
,885790.DDBK,000031.BKDL,0,0,20240806,,20.01,,-10.02,-3.59,0,0
,885957.DDBK,000031.BKDL,0,0,20240806,,20.01,,10.0,-3.48,0,0
,886042.DDBK,000031.BKDL,0,0,20240806,,20.01,,10.0,-5.5,0,0
,885362.DDBK,000031.BKDL,0,0,20240806,,10.01,,-10.01,-3.52,0,0
,885977.DDBK,000031.BKDL,0,0,20240806,,10.01,,0.0,-2.95,0,0
,886033.DDBK,000031.BKDL,0,0,20240806,,10.01,,10.01,-5.16,0,0
,886049.DDBK,000031.BKDL,0,0,20240806,,10.01,,10.01,-3.72,0,0
,886050.DDBK,000031.BKDL,0,0,20240806,,10.01,,0.0,-3.41,0,0
,885864.DDBK,000031.BKDL,0,0,20240806,,10.0,,10.0,-4.74,0,0
,885908.DDBK,000031.BKDL,0,0,20240806,,10.0,,10.0,-4.03,0,0
,885925.DDBK,000031.BKDL,0,0,20240806,,10.0,,10.0,-4.74,0,0
,886073.DDBK,000031.BKDL,0,0,20240806,,10.0,,10.0,-6.28,0,0
000023.BKDL,,,,,20240806,1.0,130.09,,19.96,-2.13,0,0
,885869.DDBK,000023.BKDL,0,0,20240806,,60.03,,50.01,-2.44,0,0
,885560.DDBK,000023.BKDL,0,0,20240806,,20.02,,20.02,-1.28,0,0
,885796.DDBK,000023.BKDL,0,0,20240806,,20.02,,0.0,-3.45,0,0
,885729.DDBK,000023.BKDL,0,0,20240806,,20.01,,20.01,-2.06,0,0
,885742.DDBK,000023.BKDL,0,0,20240806,,10.01,,-10.01,-1.05,0,0
,885787.DDBK,000023.BKDL,0,0,20240806,,10.01,,0.0,-2.43,0,0
,885802.DDBK,000023.BKDL,0,0,20240806,,10.01,,-20.02,-1.3,0,0
,885932.DDBK,000023.BKDL,0,0,20240806,,10.01,,10.01,-1.85,0,0
,886072.DDBK,000023.BKDL,0,0,20240806,,10.01,,10.01,-1.38,0,0
000006.BKDL,,,,,20240806,1.0,120.1,,70.03,-3.58,0,0
,885806.DDBK,000006.BKDL,0,0,20240806,,110.09,,60.02,-3.74,0,1
,886059.DDBK,000006.BKDL,0,0,20240806,,30.02,,20.01,-4.75,0,0
000003.BKDL,,,,,20240806,1.0,120.09,,29.98,-2.83,0,0
,885452.DDBK,000003.BKDL,0,0,20240806,,40.04,,0.0,-3.16,0,0
,885757.DDBK,000003.BKDL,0,0,20240806,,30.03,,10.01,-2.46,0,0
,886041.DDBK,000003.BKDL,0,0,20240806,,30.03,,-10.01,-3.53,0,0
,885976.DDBK,000003.BKDL,0,0,20240806,,30.02,,-10.02,-2.89,0,0
,886013.DDBK,000003.BKDL,0,0,20240806,,30.02,,10.0,-3.62,0,0
,885887.DDBK,000003.BKDL,0,0,20240806,,20.02,,0.0,-3.58,0,0
,885842.DDBK,000003.BKDL,0,0,20240806,,10.01,,0.0,-3.05,0,0
,885866.DDBK,000003.BKDL,0,0,20240806,,10.01,,10.01,-3.88,0,0
,886023.DDBK,000003.BKDL,0,0,20240806,,10.01,,0.0,-2.54,0,0
,885333.DDBK,000003.BKDL,0,0,20240806,,10.0,,10.0,-3.68,0,0
000004.BKDL,,,,,20240806,2.0,120.09,,69.99,-2.22,1,0
,885521.DDBK,000004.BKDL,0,0,20240806,,40.04,,20.01,-2.81,1,0
,885744.DDBK,000004.BKDL,0,0,20240806,,30.02,,20.0,-2.21,1,0
,885617.DDBK,000004.BKDL,0,0,20240806,,20.01,,9.99,-2.14,1,0
,885827.DDBK,000004.BKDL,0,0,20240806,,10.01,,10.01,-2.26,1,0
,885849.DDBK,000004.BKDL,0,0,20240806,,10.01,,0.0,-1.35,1,0
,885894.DDBK,000004.BKDL,0,0,20240806,,10.01,,10.01,-0.97,1,0
,885924.DDBK,000004.BKDL,0,0,20240806,,10.01,,0.0,-2.02,1,0
,885939.DDBK,000004.BKDL,0,0,20240806,,10.01,,0.0,-2.19,1,0
,885832.DDBK,000004.BKDL,0,0,20240806,,10.0,,10.0,-2.37,1,0
000025.BKDL,,,,,20240806,1.0,120.08,,40.0,-3.74,0,0
,885556.DDBK,000025.BKDL,0,0,20240806,,50.03,,20.0,-4.27,0,0
,885783.DDBK,000025.BKDL,0,0,20240806,,40.04,,0.0,-3.42,0,0
,885574.DDBK,000025.BKDL,0,0,20240806,,30.02,,-0.01,-4.53,0,0
,885312.DDBK,000025.BKDL,0,0,20240806,,30.01,,-20.04,-3.54,0,0
,885868.DDBK,000025.BKDL,0,0,20240806,,20.0,,20.0,-4.64,0,0
,886037.DDBK,000025.BKDL,0,0,20240806,,10.01,,10.01,-4.75,0,0
,886043.DDBK,000025.BKDL,0,0,20240806,,10.01,,10.01,-4.48,0,0
000016.BKDL,,,,,20240806,1.0,120.08,,70.03,-3.43,0,0
,885378.DDBK,000016.BKDL,0,0,20240806,,60.04,,9.99,-3.46,0,0
,885568.DDBK,000016.BKDL,0,0,20240806,,50.02,,40.01,-3.69,0,0
,885956.DDBK,000016.BKDL,0,0,20240806,,30.02,,20.01,-3.81,0,0
,885730.DDBK,000016.BKDL,0,0,20240806,,20.02,,20.02,-4.14,0,0
,885459.DDBK,000016.BKDL,0,0,20240806,,10.01,,10.01,-3.88,0,0
000034.BKDL,,,,,20240806,1.0,110.08,,50.01,-3.27,0,0
,885728.DDBK,000034.BKDL,0,0,20240806,,80.06,,30.0,-3.35,0,0
,886062.DDBK,000034.BKDL,0,0,20240806,,30.03,,20.02,-2.77,0,0
,886071.DDBK,000034.BKDL,0,0,20240806,,10.0,,10.0,-5.8,0,0
000035.BKDL,,,,,20240806,2.0,110.08,,90.04,-2.86,1,0
,885641.DDBK,000035.BKDL,0,0,20240806,,30.02,,30.02,-2.54,1,0
,885789.DDBK,000035.BKDL,0,0,20240806,,20.02,,20.02,-3.32,1,0
,885921.DDBK,000035.BKDL,0,0,20240806,,20.02,,20.02,-2.98,1,0
,885928.DDBK,000035.BKDL,0,0,20240806,,20.02,,20.02,-2.49,1,0
,885710.DDBK,000035.BKDL,0,0,20240806,,20.01,,20.01,-2.85,1,0
,885311.DDBK,000035.BKDL,0,0,20240806,,20.0,,9.99,-3.11,1,0
,885425.DDBK,000035.BKDL,0,0,20240806,,10.01,,10.01,-2.81,1,0
,885531.DDBK,000035.BKDL,0,0,20240806,,10.01,,10.01,-2.64,1,0
,885878.DDBK,000035.BKDL,0,0,20240806,,10.01,,10.01,-2.5,1,0
,886007.DDBK,000035.BKDL,0,0,20240806,,10.01,,10.01,-2.16,1,0
,886053.DDBK,000035.BKDL,0,0,20240806,,10.01,,10.01,-2.84,1,0
,885571.DDBK,000035.BKDL,0,0,20240806,,10.0,,-0.01,-2.71,1,0
,886038.DDBK,000035.BKDL,0,0,20240806,,10.0,,10.0,-3.76,1,0
000013.BKDL,,,,,20240806,2.0,110.06,,80.02,-3.27,1,0
,885700.DDBK,000013.BKDL,0,0,20240806,,100.06,,70.02,-3.31,1,0
,885743.DDBK,000013.BKDL,0,0,20240806,,50.03,,30.01,-3.0,1,0
,885566.DDBK,000013.BKDL,0,0,20240806,,40.01,,40.01,-3.06,1,0
,885884.DDBK,000013.BKDL,0,0,20240806,,30.02,,30.02,-2.76,1,0
,886076.DDBK,000013.BKDL,0,0,20240806,,30.01,,20.0,-4.19,1,0
,886030.DDBK,000013.BKDL,0,0,20240806,,10.0,,10.0,-2.97,1,0
000010.BKDL,,,,,20240806,2.0,100.07,,-0.07,-2.24,1,0
,885705.DDBK,000010.BKDL,0,0,20240806,,60.05,,50.03,-1.96,1,0
,885420.DDBK,000010.BKDL,0,0,20240806,,20.01,,-30.05,-1.52,1,0
,885784.DDBK,000010.BKDL,0,0,20240806,,20.01,,-20.04,-0.99,1,0
,885768.DDBK,000010.BKDL,0,0,20240806,,10.01,,10.01,-2.38,1,0
,885951.DDBK,000010.BKDL,0,0,20240806,,10.01,,-10.03,-0.57,1,0
,885629.DDBK,000010.BKDL,0,0,20240806,,10.0,,10.0,-1.51,1,0
000018.BKDL,,,,,20240806,2.0,100.06,,70.01,-2.36,1,0
,885500.DDBK,000018.BKDL,0,0,20240806,,40.02,,40.02,-3.03,1,0
,885494.DDBK,000018.BKDL,0,0,20240806,,30.02,,9.98,-2.21,1,0
,885562.DDBK,000018.BKDL,0,0,20240806,,10.01,,-10.01,-3.23,1,0
,885964.DDBK,000018.BKDL,0,0,20240806,,10.01,,0.0,-1.06,1,0
,885770.DDBK,000018.BKDL,0,0,20240806,,10.0,,10.0,-2.53,1,0
000017.BKDL,,,,,20240806,2.0,90.06,,9.95,-2.06,1,0
,886021.DDBK,000017.BKDL,0,0,20240806,,90.06,,9.95,-1.98,1,1
,885595.DDBK,000017.BKDL,0,0,20240806,,30.01,,9.99,-2.24,1,0
,885697.DDBK,000017.BKDL,0,0,20240806,,10.01,,0.0,-1.99,1,0
,885741.DDBK,000017.BKDL,0,0,20240806,,10.01,,10.01,-2.14,1,0
000032.BKDL,,,,,20240806,1.0,90.05,,60.01,-3.23,0,0
,885598.DDBK,000032.BKDL,0,0,20240806,,90.05,,60.01,-3.23,0,0
,885905.DDBK,000032.BKDL,0,0,20240806,,90.05,,70.03,-3.22,0,0
000009.BKDL,,,,,20240806,2.0,70.06,,20.0,-2.14,1,0
,886015.DDBK,000009.BKDL,0,0,20240806,,30.03,,20.02,-1.06,1,0
,885403.DDBK,000009.BKDL,0,0,20240806,,30.02,,10.0,-1.38,1,0
,885508.DDBK,000009.BKDL,0,0,20240806,,10.01,,10.01,-0.97,1,0
,885661.DDBK,000009.BKDL,0,0,20240806,,10.01,,0.0,-0.87,1,0
,885765.DDBK,000009.BKDL,0,0,20240806,,10.01,,0.0,-2.28,1,0
,885769.DDBK,000009.BKDL,0,0,20240806,,10.01,,10.01,-1.17,1,0
,885818.DDBK,000009.BKDL,0,0,20240806,,10.01,,10.01,-1.24,1,0
,885852.DDBK,000009.BKDL,0,0,20240806,,10.01,,10.01,-1.39,1,0
,885856.DDBK,000009.BKDL,0,0,20240806,,10.01,,0.0,-1.65,1,0
,885879.DDBK,000009.BKDL,0,0,20240806,,10.01,,0.0,-1.37,1,0
,885880.DDBK,000009.BKDL,0,0,20240806,,10.01,,10.01,-2.44,1,0
,885900.DDBK,000009.BKDL,0,0,20240806,,10.01,,10.01,-2.65,1,0
,886077.DDBK,000009.BKDL,0,0,20240806,,10.01,,0.0,-2.25,1,0
000011.BKDL,,,,,20240806,2.0,60.06,,30.02,-2.51,1,0
,885563.DDBK,000011.BKDL,0,0,20240806,,20.02,,20.02,-2.32,1,0
,885823.DDBK,000011.BKDL,0,0,20240806,,20.02,,20.02,-2.66,1,0
,885919.DDBK,000011.BKDL,0,0,20240806,,20.02,,10.01,-2.28,1,0
,885412.DDBK,000011.BKDL,0,0,20240806,,10.01,,-10.01,-2.42,1,0
,885961.DDBK,000011.BKDL,0,0,20240806,,10.01,,10.01,-3.14,1,0
000008.BKDL,,,,,20240806,2.0,60.04,,9.99,-2.69,1,0
,885572.DDBK,000008.BKDL,0,0,20240806,,30.03,,10.01,-2.44,1,0
,885423.DDBK,000008.BKDL,0,0,20240806,,20.0,,-10.03,-3.72,1,0
,885692.DDBK,000008.BKDL,0,0,20240806,,10.01,,0.0,-2.32,1,0
,885914.DDBK,000008.BKDL,0,0,20240806,,10.01,,10.01,-1.5,1,0
000015.BKDL,,,,,20240806,2.0,50.04,,-10.03,-1.83,1,0
,885456.DDBK,000015.BKDL,0,0,20240806,,30.02,,30.02,-2.16,1,0
,885835.DDBK,000015.BKDL,0,0,20240806,,20.02,,10.01,-1.29,1,0
,885413.DDBK,000015.BKDL,0,0,20240806,,10.01,,-30.04,-2.13,1,0
,885620.DDBK,000015.BKDL,0,0,20240806,,10.01,,10.01,-0.99,1,0
,885767.DDBK,000015.BKDL,0,0,20240806,,10.01,,10.01,-2.58,1,0
000037.BKDL,,,,,20240806,2.0,50.04,,40.03,-2.09,1,0
,885520.DDBK,000037.BKDL,0,0,20240806,,40.03,,40.03,-2.16,1,1
,883303.DDBK,000037.BKDL,0,0,20240806,,30.02,,30.02,-1.78,1,0
,885745.DDBK,000037.BKDL,0,0,20240806,,10.01,,0.0,-1.55,1,0
000014.BKDL,,,,,20240806,1.0,50.03,,9.99,-4.19,0,0
,886036.DDBK,000014.BKDL,0,0,20240806,,30.03,,0.0,-4.35,0,0
